_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_country,ltable_a_city,ltable_a_prov,ltable_a_web,rtable_a_name,rtable_a_country,rtable_a_city,rtable_a_prov,rtable_a_email_server,gold_label,,,,,,,,,,,,
4141,16377,29680,american university cairo,egypt,new cairo,,http://www.aucegypt.edu,american university cairo,egypt,cairo,egypt,aucegypt.edu,1,12,TRUE,,,,,,,,,,
4158,4826,53570,esmt european school management technology berlin,germany,berlin,,http://www.esmt.org,berlin institute technology,germany,berlin,,gmail.com,0,0,FALSE,esmt european school management technology berlin,berlin institute technology,germany,germany,berlin,berlin,0,0,http://www.esmt.org,gmail.com
4196,16414,27798,chinese university hong kong,hong kong,shatin,new territories,http://www.cuhk.edu.hk,hong kong university science and technology,hong kong,hong kong,,ust.hk,0,0,FALSE,chinese university hong kong,hong kong university science and technology,hong kong,hong kong,shatin,hong kong,new territories,0,http://www.cuhk.edu.hk,ust.hk
4215,16414,19695,chinese university hong kong,hong kong,shatin,new territories,http://www.cuhk.edu.hk,hong kong polytechnic university,hong kong,kowloon,,polyu.edu.hk,0,0,FALSE,chinese university hong kong,hong kong polytechnic university,hong kong,hong kong,shatin,kowloon,new territories,0,http://www.cuhk.edu.hk,polyu.edu.hk
4229,16416,27603,city university london,united kingdom,london,,http://www.city.ac.uk,university college london,united kingdom,london,,ucl.ac.uk,0,0,FALSE,city university london,university college london,united kingdom,united kingdom,london,london,0,0,http://www.city.ac.uk,ucl.ac.uk
4234,16416,35491,city university london,united kingdom,london,,http://www.city.ac.uk,university london,united kingdom,egham,surrey,rhul.ac.uk,0,0,FALSE,city university london,university london,united kingdom,united kingdom,london,egham,0,surrey,http://www.city.ac.uk,rhul.ac.uk
4247,16417,2133,city university new york,united states,new york,new york,http://www.cuny.edu,new york university,united states,great neck,new york,stern.nyu.edu,0,0,FALSE,city university new york,new york university,united states,united states,new york,great neck,new york,new york,http://www.cuny.edu,stern.nyu.edu
4254,16417,4368,city university new york,united states,new york,new york,http://www.cuny.edu,university albany state university new york,united states,albany,new york,verizon.net,0,0,FALSE,city university new york,university albany state university new york,united states,united states,new york,albany,new york,new york,http://www.cuny.edu,verizon.net
4294,16417,48019,city university new york,united states,new york,new york,http://www.cuny.edu,baruch college city university new york,united states,new york,new york,baruch.cuny.edu,0,0,FALSE,city university new york,baruch college city university new york,united states,united states,new york,new york,new york,new york,http://www.cuny.edu,baruch.cuny.edu
4336,16419,10583,city university new york brooklyn college,united states,brooklyn,new york,http://www.brooklyn.cuny.edu,city university new york city college,united states,new york,new york,ccny.cuny.edu,0,0,FALSE,city university new york brooklyn college,city university new york city college,united states,united states,brooklyn,new york,new york,new york,http://www.brooklyn.cuny.edu,ccny.cuny.edu
4368,16426,52334,city university new york medgar evers college,united states,brooklyn,new york,http://www.mec.cuny.edu,new york university,united states,new york city,new york,gmail.com,0,0,FALSE,city university new york medgar evers college,new york university,united states,united states,brooklyn,new york city,new york,new york,http://www.mec.cuny.edu,gmail.com
4443,16429,46107,city university new york york college,united states,jamaica,new york,http://www.york.cuny.edu,baruch college city university new york,united states,new york,new york,gmail.com,0,0,FALSE,city university new york york college,baruch college city university new york,united states,united states,jamaica,new york,new york,new york,http://www.york.cuny.edu,gmail.com
4448,16429,25370,city university new york york college,united states,jamaica,new york,http://www.york.cuny.edu,new york university,united states,new york city,new york,stern.nyu.edu,0,0,FALSE,city university new york york college,new york university,united states,united states,jamaica,new york city,new york,new york,http://www.york.cuny.edu,stern.nyu.edu
4449,16429,2379,city university new york york college,united states,jamaica,new york,http://www.york.cuny.edu,university albany state university new york,united states,albany,new york,albany.edu,0,0,FALSE,city university new york york college,university albany state university new york,united states,united states,jamaica,albany,new york,new york,http://www.york.cuny.edu,albany.edu
4471,16429,52264,city university new york york college,united states,jamaica,new york,http://www.york.cuny.edu,zicklin school business baruch college city university new york,united states,new york,new york,halbinger.com,0,0,FALSE,city university new york york college,zicklin school business baruch college city university new york,united states,united states,jamaica,new york,new york,new york,http://www.york.cuny.edu,halbinger.com
4482,16427,57870,city university new york new york city college technology,united states,brooklyn,new york,http://www.citytech.cuny.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,city university new york new york city college technology,new york university,united states,united states,brooklyn,new york,new york,new york,http://www.citytech.cuny.edu,stern.nyu.edu
4487,16427,26967,city university new york new york city college technology,united states,brooklyn,new york,http://www.citytech.cuny.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,city university new york new york city college technology,new york university,united states,united states,brooklyn,new york,new york,new york,http://www.citytech.cuny.edu,stern.nyu.edu
4492,16427,13546,city university new york new york city college technology,united states,brooklyn,new york,http://www.citytech.cuny.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,city university new york new york city college technology,new york university,united states,united states,brooklyn,new york,new york,new york,http://www.citytech.cuny.edu,stern.nyu.edu
4497,16427,25219,city university new york new york city college technology,united states,brooklyn,new york,http://www.citytech.cuny.edu,baruch college city university new york,united states,new york,new york,baruch.cuny.edu,0,0,FALSE,city university new york new york city college technology,baruch college city university new york,united states,united states,brooklyn,new york,new york,new york,http://www.citytech.cuny.edu,baruch.cuny.edu
4515,4888,58597,evangelical university applied sciences church music,germany,halle saale,,http://www.ehk-halle.de,bits university applied sciences,germany,iserlohn,,bits-iserlohn.de,0,0,FALSE,evangelical university applied sciences church music,bits university applied sciences,germany,germany,halle saale,iserlohn,0,0,http://www.ehk-halle.de,bits-iserlohn.de
4524,16456,8707,george washington university,united states,washington,district of columbia,http://www.gwu.edu,george washington university,united states,washington,district of columbia,gmail.com,0,0,TRUE,,,,,,,,,,
4562,16466,7322,hong kong polytechnic university,hong kong,hong kong,,http://www.polyu.edu.hk,city university hong kong,hong kong,kowloon,,cityu.edu.hk,0,0,FALSE,hong kong polytechnic university,city university hong kong,hong kong,hong kong,hong kong,kowloon,0,0,http://www.polyu.edu.hk,cityu.edu.hk
4587,16467,48693,hong kong university science technology,hong kong,hong kong,,http://www.ust.hk,chinese university hong kong,hong kong,hong kong,,baf.cuhk.edu.hk,0,0,FALSE,hong kong university science technology,chinese university hong kong,hong kong,hong kong,hong kong,hong kong,0,0,http://www.ust.hk,baf.cuhk.edu.hk
4620,16467,57260,hong kong university science technology,hong kong,hong kong,,http://www.ust.hk,hong kong polytechnic university,hong kong,kowloon,,polyu.edu.hk,0,0,FALSE,hong kong university science technology,hong kong polytechnic university,hong kong,hong kong,hong kong,kowloon,0,0,http://www.ust.hk,polyu.edu.hk
4643,16490,7060,maryland institute college art,united states,baltimore,maryland,http://www.mica.edu/,university maryland,united states,college park,maryland,umd.edu,0,0,FALSE,maryland institute college art,university maryland,united states,united states,baltimore,college park,maryland,maryland,http://www.mica.edu/,umd.edu
4670,16488,26808,manchester metropolitan university,united kingdom,manchester,,http://www.mmu.ac.uk,university manchester,united kingdom,manchester,,manchester.ac.uk,0,0,FALSE,manchester metropolitan university,university manchester,united kingdom,united kingdom,manchester,manchester,0,0,http://www.mmu.ac.uk,manchester.ac.uk
4679,16503,1698,ohio state university,united states,columbus,ohio,http://www.osu.edu,ohio state university,united states,columbus,ohio,fisher.osu.edu,0,0,TRUE,,,,,,,,,,
4701,4947,4798,ernst abbe hochschule jena university applied sciences,germany,jena,,http://www.eah-jena.de/,carinthia university applied sciences,germany,aichtal neuenhaus,,cti.ac.at,0,0,FALSE,ernst abbe hochschule jena university applied sciences,carinthia university applied sciences,germany,germany,jena,aichtal neuenhaus,0,0,http://www.eah-jena.de/,cti.ac.at
4703,16508,49540,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,hong kong university science and technology,hong kong,hong kong,,ust.hk,0,0,FALSE,open university hong kong,hong kong university science and technology,hong kong,hong kong,hong kong,hong kong,0,0,http://www.ouhk.edu.hk,ust.hk
4704,16508,59468,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,chinese university hong kong,hong kong,nt,,baf.cuhk.edu.hk,0,0,FALSE,open university hong kong,chinese university hong kong,hong kong,hong kong,hong kong,nt,0,0,http://www.ouhk.edu.hk,baf.cuhk.edu.hk
4714,16508,58359,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,hong kong baptist university,hong kong,hong kong,,life.hkbu.edu.hk,0,0,FALSE,open university hong kong,hong kong baptist university,hong kong,hong kong,hong kong,hong kong,0,0,http://www.ouhk.edu.hk,life.hkbu.edu.hk
4720,16508,26036,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,city university hong kong,hong kong,kowloon,,cityu.edu.hk,0,0,FALSE,open university hong kong,city university hong kong,hong kong,hong kong,hong kong,kowloon,0,0,http://www.ouhk.edu.hk,cityu.edu.hk
4729,16508,29788,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,city university hong kong,hong kong,kowloon,,cityu.edu.hk,0,0,FALSE,open university hong kong,city university hong kong,hong kong,hong kong,hong kong,kowloon,0,0,http://www.ouhk.edu.hk,cityu.edu.hk
4732,16508,7322,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,city university hong kong,hong kong,kowloon,,cityu.edu.hk,0,0,FALSE,open university hong kong,city university hong kong,hong kong,hong kong,hong kong,kowloon,0,0,http://www.ouhk.edu.hk,cityu.edu.hk
4739,16508,17360,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,hong kong baptist university,hong kong,hong kong,p. r. china,hkbu.edu.hk,0,0,FALSE,open university hong kong,hong kong baptist university,hong kong,hong kong,hong kong,hong kong,0,p. r. china,http://www.ouhk.edu.hk,hkbu.edu.hk
4749,16508,14706,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,hong kong university science and technology,hong kong,hong kong,,ust.hk,0,0,FALSE,open university hong kong,hong kong university science and technology,hong kong,hong kong,hong kong,hong kong,0,0,http://www.ouhk.edu.hk,ust.hk
4764,16512,42370,pennsylvania state university,united states,university park,pennsylvania,http://www.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu.edu,1,7,TRUE,,,,,,,,,,
4847,16519,21368,pennsylvania state university penn state behrend,united states,erie,pennsylvania,http://psbehrend.psu.edu/,pennsylvania state university harrisburg,united states,middletown,pennsylvania,psu.edu,?,7,FALSE,pennsylvania state university penn state behrend,pennsylvania state university harrisburg,united states,united states,erie,middletown,pennsylvania,pennsylvania,http://psbehrend.psu.edu/,psu.edu
4882,16521,1779,pennsylvania state university penn state great valley,united states,malvern,pennsylvania,http://www.gv.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0,0,FALSE,pennsylvania state university penn state great valley,university pennsylvania,united states,united states,malvern,philadelphia,pennsylvania,pennsylvania,http://www.gv.psu.edu,wharton.upenn.edu
4886,16521,2689,pennsylvania state university penn state great valley,united states,malvern,pennsylvania,http://www.gv.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0,0,FALSE,pennsylvania state university penn state great valley,university pennsylvania,united states,united states,malvern,philadelphia,pennsylvania,pennsylvania,http://www.gv.psu.edu,wharton.upenn.edu
4894,16521,3508,pennsylvania state university penn state great valley,united states,malvern,pennsylvania,http://www.gv.psu.edu,pennsylvania state university harrisburg,united states,middletown,pennsylvania,psu.edu,?,7,FALSE,pennsylvania state university penn state great valley,pennsylvania state university harrisburg,united states,united states,malvern,middletown,pennsylvania,pennsylvania,http://www.gv.psu.edu,psu.edu
4898,16522,38769,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,pennsylvania state university,united states,state college,pennsylvania,psu.edu,?,7,FALSE,pennsylvania state university penn state harrisburg,pennsylvania state university,united states,united states,middletown,state college,pennsylvania,pennsylvania,http://www.hbg.psu.edu,psu.edu
4932,16522,1313,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0,0,FALSE,pennsylvania state university penn state harrisburg,university pennsylvania,united states,united states,middletown,philadelphia,pennsylvania,pennsylvania,http://www.hbg.psu.edu,wharton.upenn.edu
4935,16522,21368,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,pennsylvania state university harrisburg,united states,middletown,pennsylvania,psu.edu,?,7,FALSE,pennsylvania state university penn state harrisburg,pennsylvania state university harrisburg,united states,united states,middletown,middletown,pennsylvania,pennsylvania,http://www.hbg.psu.edu,psu.edu
4938,16522,3508,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,pennsylvania state university harrisburg,united states,middletown,pennsylvania,psu.edu,?,7,FALSE,pennsylvania state university penn state harrisburg,pennsylvania state university harrisburg,united states,united states,middletown,middletown,pennsylvania,pennsylvania,http://www.hbg.psu.edu,psu.edu
5000,16525,42370,pennsylvania state university penn state mont alto campus,united states,mont alto,pennsylvania,http://www.montalto.psu.edu/,pennsylvania state university,united states,university park,pennsylvania,psu.edu,?,7,FALSE,pennsylvania state university penn state mont alto campus,pennsylvania state university,united states,united states,mont alto,university park,pennsylvania,pennsylvania,http://www.montalto.psu.edu/,psu.edu
5008,16525,54087,pennsylvania state university penn state mont alto campus,united states,mont alto,pennsylvania,http://www.montalto.psu.edu/,pennsylvania state university,united states,university park,pennsylvania,psu.edu,?,7,FALSE,pennsylvania state university penn state mont alto campus,pennsylvania state university,united states,united states,mont alto,university park,pennsylvania,pennsylvania,http://www.montalto.psu.edu/,psu.edu
5023,16525,11858,pennsylvania state university penn state mont alto campus,united states,mont alto,pennsylvania,http://www.montalto.psu.edu/,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0,0,FALSE,pennsylvania state university penn state mont alto campus,university pennsylvania,united states,united states,mont alto,philadelphia,pennsylvania,pennsylvania,http://www.montalto.psu.edu/,wharton.upenn.edu
5047,16528,32442,pennsylvania state university penn state shenango,united states,sharon,pennsylvania,http://www.shenango.psu.edu/,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0,0,FALSE,pennsylvania state university penn state shenango,university pennsylvania,united states,united states,sharon,philadelphia,pennsylvania,pennsylvania,http://www.shenango.psu.edu/,wharton.upenn.edu
5052,16528,19946,pennsylvania state university penn state shenango,united states,sharon,pennsylvania,http://www.shenango.psu.edu/,university pennsylvania,united states,philadelphia,pennsylvania,rahulkapoor.com,0,0,FALSE,pennsylvania state university penn state shenango,university pennsylvania,united states,united states,sharon,philadelphia,pennsylvania,pennsylvania,http://www.shenango.psu.edu/,rahulkapoor.com
5062,16528,14329,pennsylvania state university penn state shenango,united states,sharon,pennsylvania,http://www.shenango.psu.edu/,pennsylvania state university,united states,university park,pennsylvania,psu.edu,?,7,FALSE,pennsylvania state university penn state shenango,pennsylvania state university,united states,united states,sharon,university park,pennsylvania,pennsylvania,http://www.shenango.psu.edu/,psu.edu
5199,16526,567,pennsylvania state university penn state new kensington,united states,new kensington,pennsylvania,http://www.nk.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu.edu,?,7,FALSE,pennsylvania state university penn state new kensington,pennsylvania state university,united states,united states,new kensington,university park,pennsylvania,pennsylvania,http://www.nk.psu.edu,psu.edu
5201,16526,36813,pennsylvania state university penn state new kensington,united states,new kensington,pennsylvania,http://www.nk.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0,0,FALSE,pennsylvania state university penn state new kensington,university pennsylvania,united states,united states,new kensington,philadelphia,pennsylvania,pennsylvania,http://www.nk.psu.edu,wharton.upenn.edu
5226,16553,7574,naval postgraduate school,united states,monterey,california,http://www.nps.edu,naval postgraduate school,united states,monterey,california,nps.edu,1,7,TRUE,,,,,,,,,,
5243,16557,60013,university arizona,united states,tucson,arizona,http://www.arizona.edu,university arizona,united states,tucson,arizona,email.arizona.edu,0,0,TRUE,,,,,,,,,,
5256,16557,19644,university arizona,united states,tucson,arizona,http://www.arizona.edu,university arizona,united states,tucson,arizona,email.arizona.edu,0,0,TRUE,,,,,,,,,,
5261,16560,7269,university birmingham,united kingdom,birmingham,,http://www.birmingham.ac.uk,university birmingham,united kingdom,birmingham,,bham.ac.uk,0,0,TRUE,,,,,,,,,,
5264,16559,59149,university auckland,new zealand,auckland,,http://www.auckland.ac.nz,auckland university technology,new zealand,auckland,,aut.ac.nz,0,0,FALSE,university auckland,auckland university technology,new zealand,new zealand,auckland,auckland,0,0,http://www.auckland.ac.nz,aut.ac.nz
5276,16568,28716,university dallas,united states,irving,texas,http://www.udallas.edu,university dallas,united states,dallas,texas,udallas.edu,1,11,TRUE,,,,,,,,,,
5286,16568,9821,university dallas,united states,irving,texas,http://www.udallas.edu,university texas dallas,united states,richardson,texas,utdallas.edu,0,0,FALSE,university dallas,university texas dallas,united states,united states,irving,richardson,texas,texas,http://www.udallas.edu,utdallas.edu
5350,16576,54341,university hong kong,hong kong,hong kong,,http://www.hku.hk,chinese university hong kong,hong kong,shatin,new territories,baf.cuhk.edu.hk,0,0,FALSE,university hong kong,chinese university hong kong,hong kong,hong kong,hong kong,shatin,0,new territories,http://www.hku.hk,baf.cuhk.edu.hk
5371,16576,57260,university hong kong,hong kong,hong kong,,http://www.hku.hk,hong kong polytechnic university,hong kong,kowloon,,polyu.edu.hk,0,0,FALSE,university hong kong,hong kong polytechnic university,hong kong,hong kong,hong kong,kowloon,0,0,http://www.hku.hk,polyu.edu.hk
5391,16581,24825,university manchester,united kingdom,manchester,,http://www.manchester.ac.uk,university manchester,united kingdom,manchester,,mbs.ac.uk,0,0,TRUE,,,,,,,,,,
5480,16604,3831,university texas dallas,united states,richardson,texas,http://www.utdallas.edu,university texas dallas,united states,richardson,texas,sbcglobal.net,0,0,TRUE,,,,,,,,,,
5541,16828,11457,toyota technological institute chicago,united states,chicago,illinois,http://www.ttic.edu/contact.php,university chicago,united states,chicago,illinois,chicagobooth.edu,0,0,FALSE,toyota technological institute chicago,university chicago,united states,united states,chicago,chicago,illinois,illinois,http://www.ttic.edu/contact.php,chicagobooth.edu
5551,16917,51459,tsinghua university,china,beijing,,http://www.tsinghua.edu.cn,tsinghua university,china,beijing,,sem.tsinghua.edu.cn,0,0,TRUE,,,,,,,,,,
5566,16956,58608,university turku,finland,turku,,http://www.utu.fi,university turku,finland,pori,satakunta,utu.fi,1,6,TRUE,,,,,,,,,,
5588,6364,17540,florida agricultural mechanical university florida state university,united states,tallahassee,florida,http://www.famu.edu,florida state university,united states,tallahassee,florida,nettally.com,0,0,FALSE,florida agricultural mechanical university florida state university,florida state university,united states,united states,tallahassee,tallahassee,florida,florida,http://www.famu.edu,nettally.com
5615,6371,53474,florida gulf coast university,united states,fort myers,florida,http://www.fgcu.edu,university florida,united states,gainesville,florida,warrington.ufl.edu,0,0,FALSE,florida gulf coast university,university florida,united states,united states,fort myers,gainesville,florida,florida,http://www.fgcu.edu,warrington.ufl.edu
5649,6374,7026,florida international university,united states,miami,florida,http://www.fiu.edu,florida international university,united states,pinecrest,florida,gmail.com,0,0,TRUE,,,,,,,,,,
5666,6378,2078,florida state university,united states,tallahassee,florida,http://www.fsu.edu,florida state university,united states,tallahassee,florida,cob.fsu.edu,0,0,TRUE,,,,,,,,,,
5735,6622,17035,georgia institute technology,united states,atlanta,georgia,http://www.gatech.edu,georgia institute technology,united states,atlanta,georgia,scheller.gatech.edu,0,0,TRUE,,,,,,,,,,
5741,6623,2304,georgia southern university,united states,statesboro,georgia,http://www.georgiasouthern.edu/,university georgia,united states,athens,georgia,uga.edu,0,0,FALSE,georgia southern university,university georgia,united states,united states,statesboro,athens,georgia,georgia,http://www.georgiasouthern.edu/,uga.edu
5775,6691,15303,golden gate university,united states,san francisco,california,http://www.ggu.edu,golden gate university,united states,san francisco,california,ggu.edu,1,7,TRUE,,,,,,,,,,
5820,6821,16780,montpellier business school,france,montpellier,cedex 4,http://www.montpellier-bs.com,gscm montpellier business school,france,montpellier,france,supco-montpellier.fr,0,0,FALSE,montpellier business school,gscm montpellier business school,france,france,montpellier,montpellier,cedex 4,france,http://www.montpellier-bs.com,supco-montpellier.fr
5841,6977,58626,stockholm school economics,sweden,stockholm,,http://www.hhs.se,stockholm university,sweden,stockholm,,fek.su.se,0,0,FALSE,stockholm school economics,stockholm university,sweden,sweden,stockholm,stockholm,0,0,http://www.hhs.se,fek.su.se
5864,6978,11987,copenhagen business school,denmark,frederiksberg,,http://www.cbs.dk,copenhagen business school,denmark,frederiksberg,,cbs.dk,1,6,TRUE,,,,,,,,,,
5870,6978,4857,copenhagen business school,denmark,frederiksberg,,http://www.cbs.dk,copenhagen business school,denmark,copenhagen,,cbs.dk,1,6,TRUE,,,,,,,,,,
5881,6979,31112,bi norwegian business school,norway,oslo,,http://www.bi.no,bi norwegian business school,norway,oslo,,bi.no,1,5,TRUE,,,,,,,,,,
5905,7039,3875,harvard university,united states,cambridge,massachusetts,http://www.harvard.edu,harvard university,united states,boston,massachusetts,hbs.edu,0,0,TRUE,,,,,,,,,,
5962,7162,38728,helmut schmidt university university federal armed forces hamburg,germany,hamburg,,http://www.hsu-hh.de,university hamburg,germany,hamburg,,vub.ac.be,0,0,FALSE,helmut schmidt university university federal armed forces hamburg,university hamburg,germany,germany,hamburg,hamburg,0,0,http://www.hsu-hh.de,vub.ac.be
5978,7366,4798,anhalt university applied sciences,germany,kothen,,http://www.hs-anhalt.de,carinthia university applied sciences,germany,aichtal neuenhaus,,cti.ac.at,0,0,FALSE,anhalt university applied sciences,carinthia university applied sciences,germany,germany,kothen,aichtal neuenhaus,0,0,http://www.hs-anhalt.de,cti.ac.at
5990,7384,42378,college applied languages munich,germany,munchen,,http://www.sdi-muenchen.de/hochschule/,university munich,germany,munich,,bwl.lmu.de,0,0,FALSE,college applied languages munich,university munich,germany,germany,munchen,munich,0,0,http://www.sdi-muenchen.de/hochschule/,bwl.lmu.de
6014,7468,51925,hofstra university,united states,hempstead,new york,http://www.hofstra.edu,hofstra university,united states,hempstead,new york,HOFSTRA.EDU,0,0,TRUE,,,,,,,,,,
6018,7474,57011,university college ghent,belgium,gent,,http://www.hogent.be,ghent university,belgium,ghent,,UGent.be,0,0,FALSE,university college ghent,ghent university,belgium,belgium,gent,ghent,0,0,http://www.hogent.be,UGent.be
6085,7560,9168,hong kong shue yan university,hong kong,hong kong,,http://www.hksyu.edu/,city university hong kong,hong kong,hong kong,hong kong,cityu.edu.hk,0,0,FALSE,hong kong shue yan university,city university hong kong,hong kong,hong kong,hong kong,hong kong,0,hong kong,http://www.hksyu.edu/,cityu.edu.hk
6088,7560,32678,hong kong shue yan university,hong kong,hong kong,,http://www.hksyu.edu/,chinese university hong kong,hong kong,hong kong,,baf.cuhk.edu.hk,0,0,FALSE,hong kong shue yan university,chinese university hong kong,hong kong,hong kong,hong kong,hong kong,0,0,http://www.hksyu.edu/,baf.cuhk.edu.hk
6092,7560,56270,hong kong shue yan university,hong kong,hong kong,,http://www.hksyu.edu/,hong kong polytechnic university,hong kong,hong kong,,polyu.edu.hk,0,0,FALSE,hong kong shue yan university,hong kong polytechnic university,hong kong,hong kong,hong kong,hong kong,0,0,http://www.hksyu.edu/,polyu.edu.hk
6099,7560,58522,hong kong shue yan university,hong kong,hong kong,,http://www.hksyu.edu/,chinese university hong kong,hong kong,hong kong,,baf.msmail.cuhk.edu.hk,0,0,FALSE,hong kong shue yan university,chinese university hong kong,hong kong,hong kong,hong kong,hong kong,0,0,http://www.hksyu.edu/,baf.msmail.cuhk.edu.hk
6106,7560,21843,hong kong shue yan university,hong kong,hong kong,,http://www.hksyu.edu/,city university hong kong,hong kong,hong kong,hong kong,cityu.edu.hk,0,0,FALSE,hong kong shue yan university,city university hong kong,hong kong,hong kong,hong kong,hong kong,0,hong kong,http://www.hksyu.edu/,cityu.edu.hk
6141,7603,5605,huazhong university science technology,china,wuhan,hubei province,http://www.hust.edu.cn,hong kong university science and technology,china,hong kong,,ust.hk,0,0,FALSE,huazhong university science technology,hong kong university science and technology,china,china,wuhan,hong kong,hubei province,0,http://www.hust.edu.cn,ust.hk
6146,7635,7640,hunan institute science technology,china,yueyang city,hu province,http://www.hnist.cn,hong kong university science and technology,china,kowloon,hong kong,ust.hk,0,0,FALSE,hunan institute science technology,hong kong university science and technology,china,china,yueyang city,kowloon,hu province,hong kong,http://www.hnist.cn,ust.hk
6206,7735,34239,illinois state university,united states,normal,illinois,http://www.ilstu.edu,illinois state university,united states,normal,illinois,ilstu.edu,1,9,TRUE,,,,,,,,,,
6223,7755,4616,imperial college london,united kingdom,london,,http://www.imperial.ac.uk,imperial college london,united kingdom,london,,imperial.ac.uk,1,14,TRUE,,,,,,,,,,
6255,7767,52852,indian institute management bangalore,india,bangalore,karnataka,http://www.iimb.ernet.in/,indian institute management lucknow,india,lucknow,uttar pradesh,iiml.ac.in,0,0,FALSE,indian institute management bangalore,indian institute management lucknow,india,india,bangalore,lucknow,karnataka,uttar pradesh,http://www.iimb.ernet.in/,iiml.ac.in
6313,7770,57514,indian institute management kozhikode,india,kozhikode,kerala,http://www.iimk.ac.in/,indian institute management ahmedabad,india,ahmedabad,gujarat,iimahd.ernet,0,0,FALSE,indian institute management kozhikode,indian institute management ahmedabad,india,india,kozhikode,ahmedabad,kerala,gujarat,http://www.iimk.ac.in/,iimahd.ernet
6332,7771,28882,indian institute management lucknow,india,lucknow,uttar pradesh,http://www.iiml.ac.in,indian institute management ahmedabad,india,ahmedabad,gujarat,iimahd.ernet.in,0,0,FALSE,indian institute management lucknow,indian institute management ahmedabad,india,india,lucknow,ahmedabad,uttar pradesh,gujarat,http://www.iiml.ac.in,iimahd.ernet.in
6341,18546,4424,macau university science technology,macau,macao,,http://www.must.edu.mo,university macau,macau,macau,,umac.mo,0,0,FALSE,macau university science technology,university macau,macau,macau,macao,macau,0,0,http://www.must.edu.mo,umac.mo
6398,7796,34751,indiana institute technology,united states,fort wayne,indiana,http://www.indianatech.edu,indiana university,united states,bloomington,indiana,tamu.edu,0,0,FALSE,indiana institute technology,indiana university,united states,united states,fort wayne,bloomington,indiana,indiana,http://www.indianatech.edu,tamu.edu
6418,7798,34751,indiana university bloomington,united states,bloomington,indiana,http://www.indiana.edu,indiana university,united states,bloomington,indiana,tamu.edu,0,0,FALSE,indiana university bloomington,indiana university,united states,united states,bloomington,bloomington,indiana,indiana,http://www.indiana.edu,tamu.edu
6420,7798,59135,indiana university bloomington,united states,bloomington,indiana,http://www.indiana.edu,indiana university bloomington,united states,bloomington,indiana,indiana.edu,1,11,TRUE,,,,,,,,,,
6452,7805,59969,indiana university purdue university indianapolis,united states,indianapolis,indiana,http://www.iupui.edu,indiana university,united states,indianapolis,indiana,iupui.edu,1,9,FALSE,indiana university purdue university indianapolis,indiana university,united states,united states,indianapolis,indianapolis,indiana,indiana,http://www.iupui.edu,iupui.edu
6492,7803,33487,indiana university northwest,united states,gary,indiana,http://www.iun.edu,indiana university,united states,bloomington,indiana,indiana.edu,0,0,FALSE,indiana university northwest,indiana university,united states,united states,gary,bloomington,indiana,indiana,http://www.iun.edu,indiana.edu
6498,18604,56472,state university campinas,brazil,campinas,sao paulo,http://www.unicamp.br,state university campinas,brazil,limeira,,fca.unicamp.br,0,0,TRUE,,,,,,,,,,
6509,18647,24052,federal university sao paulo,brazil,sao paulo,sao paulo,http://www.unifesp.br,pontificia university catolica de sao paulo,brazil,sao paulo,sao paulo,pucsp.br,0,0,FALSE,federal university sao paulo,pontificia university catolica de sao paulo,brazil,brazil,sao paulo,sao paulo,sao paulo,sao paulo,http://www.unifesp.br,pucsp.br
6510,18647,57879,federal university sao paulo,brazil,sao paulo,sao paulo,http://www.unifesp.br,university de sao paulo,brazil,sao paulo,sao paulo,usp.br,0,0,FALSE,federal university sao paulo,university de sao paulo,brazil,brazil,sao paulo,sao paulo,sao paulo,sao paulo,http://www.unifesp.br,usp.br
