_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_country,ltable_a_city,ltable_a_prov,ltable_a_web,rtable_a_name,rtable_a_country,rtable_a_city,rtable_a_prov,rtable_a_email_server,gold_label
8411,20377,43210,university oxford christ church,united kingdom,oxford,,http://www.chch.ox.ac.uk,university oxford,united kingdom,oxford,oxfordshire,gmail.com,0
8418,20379,14962,university oxford exeter college,united kingdom,oxford,,http://www.exeter.ox.ac.uk,university exeter,united kingdom,exeter,,exeter.ac.uk,0
8453,10113,7291,kansas state university,united states,manhattan,kansas,http://www.k-state.edu/,university kansas,united states,lawrence,kansas,ku.edu,0
8474,20436,30163,university pretoria,south africa,pretoria,gauteng,http://www.up.ac.za,gibs / university pretoria,south africa,johannesburg,,gibs.co.za,0
8497,10172,56019,leuven university college,belgium,heverlee,,http://www.khleuven.be,ku leuven,belgium,leuven,,student.kuleuven.be,1
8522,10183,42254,catholic university applied sciences munich,germany,munchen,,http://www.ksfh.de,university munich,germany,munich,bavaria,bwl.lmu.de,0
8523,20476,14201,university saskatchewan,canada,saskatoon,saskatchewan,http://www.usask.ca,university saskatchewan,canada,saskatoon,sk,edwards.usask.ca,1
8528,20478,55037,university science arts oklahoma,united states,chickasha,oklahoma,http://www.usao.edu,university oklahoma,united states,norman,oklahoma,ou.edu,0
8536,20480,43972,university science technology beijing,china,beijing,,http://www.ustb.edu.cn,huazhong university science technology,china,wuhan,hubei,mail.hust.edu.cn,0
8559,20481,43968,university science technology liaoning,china,anshan,liaoning province,http://www.ustl.edu.cn,huazhong university science technology,china,wuhan,hubei,hust.edu.cn,0
8576,20482,5605,university science technology china,china,hefei,anhui province,http://www.ustc.edu.cn,hong kong university science and technology,china,hong kong,,ust.hk,0
8607,20499,31346,university south carolina columbia,united states,columbia,south carolina,http://www.sc.edu/,medical university south carolina,united states,charleston,south carolina,musc.edu,0
8633,20506,37445,university southern california,united states,los angeles,california,http://www.usc.edu,university southern california,united states,los angeles,california,marshall.usc.edu,1
8669,20513,17981,university southern queensland,australia,toowoomba,queensland,http://www.usq.edu.au,university southern queensland,australia,toowoomba,queensland,usq.edu.au,1
8728,20607,50974,university utah,united states,salt lake city,utah,http://www.utah.edu,eccles school university utah,united states,salt lake city,utah,utah.edu,1
8731,20607,6856,university utah,united states,salt lake city,utah,http://www.utah.edu,university utah,united states,salt lake city,utah,business.utah.edu,1
8737,20610,1336,university vermont,united states,burlington,vermont,http://www.uvm.edu,university vermont,united states,burlington,vermont,uvm.edu,1
8752,20614,13562,university virginia,united states,charlottesville,virginia,http://www.virginia.edu,virginia tech,united states,blacksburg,virginia,vt.edu,0
8767,20614,3539,university virginia,united states,charlottesville,virginia,http://www.virginia.edu,university virginia,united states,charlottesville,virginia,darden.virginia.edu,1
8782,20621,31808,university warwick,united kingdom,coventry,,http://www.warwick.ac.uk,warwick business school,united kingdom,coventry,westmidlands,wbs.ac.uk,1
8797,20622,14059,university washington,united states,seattle,washington,http://www.washington.edu,university washington,united states,bothell,washington,u.washington.edu,1
8812,20622,25508,university washington,united states,seattle,washington,http://www.washington.edu,university washington bothell,united states,bothell,washington,gmail.com,0
8826,20625,2755,university west florida,united states,pensacola,florida,http://www.uwf.edu,university west florida,united states,pensacola,florida,uwf.edu,1
8860,20629,39304,university western ontario,canada,london,ontario,http://www.uwo.ca,western university,canada,london,on,ivey.uwo.ca,1
8866,20629,52658,university western ontario,canada,london,ontario,http://www.uwo.ca,university western ontario,canada,london,on,ivey.ca,1
8870,20636,20048,western sydney university,australia,penrith,new south wales,http://www.uws.edu.au,university sydney,australia,sydney,nsw,hotmail.com,0
8887,10383,27603,king college london,united kingdom,london,,http://www.kcl.ac.uk,university college london,united kingdom,london,,ucl.ac.uk,0
8907,20664,52085,university ljubljana,slovenia,ljubljana,,http://www.uni-lj.si,faculty economics ljubljana university,slovenia,ajdovscina,,ef.uni-lj.si,1
8931,10531,59371,korea nazarene university,south korea,cheonan si,chungcheongnam-do,http://www.kornu.ac.kr,korea university,south korea,seoul,,korea.ac.kr,0
8933,10531,14942,korea nazarene university,south korea,cheonan si,chungcheongnam-do,http://www.kornu.ac.kr,korea university,south korea,seoul,,korea.ac.kr,0
8939,20785,58166,utah state university,united states,logan,utah,http://www.usu.edu,university utah,united states,salt lake city,utah,business.utah.edu,0
8945,20785,3674,utah state university,united states,logan,utah,http://www.usu.edu,university utah,united states,salt lake city,utah,business.utah.edu,0
8968,20828,3068,vanguard university southern california,united states,costa mesa,california,http://www.vanguard.edu,university southern california,united states,santa monica,california,usc.edu,0
8970,20828,19955,vanguard university southern california,united states,costa mesa,california,http://www.vanguard.edu,university southern california,united states,los angeles,california,usc.edu,0
8974,20828,5450,vanguard university southern california,united states,costa mesa,california,http://www.vanguard.edu,university southern california,united states,los angeles,california,usc.edu,0
8998,20861,6016,vermont technical college,united states,randolph center,vermont,http://www.vtc.edu,university vermont,united states,burlington,vermont,bsad.uvm.edu,0
9001,20868,58417,victoria university,australia,melbourne,victoria,http://www.vu.edu.au,victoria university,australia,melbourne,victoria,vu.edu.au,1
9002,20869,12655,university toronto victoria university,canada,toronto,ontario,http://www.vicu.utoronto.ca,university toronto,canada,toronto,on,rotman.utoronto.ca,0
9023,20905,59352,virginia commonwealth university,united states,richmond,virginia,http://www.vcu.edu,university virginia,united states,charlottesville,virginia,darden.virginia.edu,0
9033,20905,57031,virginia commonwealth university,united states,richmond,virginia,http://www.vcu.edu,virginia commonwealth university,united states,richmond,virginia,vcu.edu,1
9080,10745,6669,university copenhagen,denmark,kobenhavn k,,http://www.ku.dk,copenhagen business school,denmark,copenhagen,,cbs.dk,0
9087,10745,29641,university copenhagen,denmark,kobenhavn k,,http://www.ku.dk,copenhagen business school,denmark,frederiksberg,,cbs.dk,0
9089,10745,11987,university copenhagen,denmark,kobenhavn k,,http://www.ku.dk,copenhagen business school,denmark,frederiksberg,,cbs.dk,0
9129,10775,15335,la trobe university,australia,melbourne,victoria,http://www.latrobe.edu.au,la trobe university,australia,bundoora,victoria,latrobe.edu.au,1
9162,21145,32474,washington state university,united states,pullman,washington,http://www.wsu.edu,university washington,united states,seattle,washington,uw.edu,0
9203,21199,6886,west texas a m university,united states,canyon,texas,http://www.wtamu.edu,texas a m university,united states,college station,texas,ag.tamu.edu,0
9206,21199,50887,west texas a m university,united states,canyon,texas,http://www.wtamu.edu,texas a m university college station,united states,college station,texas,mays.tamu.edu,0
9223,21202,4913,west virginia university,united states,morgantown,west virginia,http://www.wvu.edu,west virginia university,united states,morgantown,west virginia,mail.wvu.edu,1
9225,21201,42241,west virginia state university,united states,institute,west virginia,http://www.wvstateu.edu/,west virginia university,united states,morgantown,west virginia,gmail.com,0
9232,21209,42243,western carolina university,united states,cullowhee,north carolina,http://www.wcu.edu,western carolina university,united states,waynesville,north carolina,wcu.edu,1
9249,21218,42317,western kentucky university,united states,bowling green,kentucky,http://www.wku.edu,western kentucky university,united states,bowling green,kentucky,wku.edu,1
9271,21220,60038,western michigan university,united states,kalamazoo,michigan,http://www.wmich.edu,university michigan,united states,ann arbor,michigan,umich.edu,0
9310,10937,58460,liaoning university science technology,china,anshan,liaoning,http://www.ustl.edu.cn/,university science and technology liaoning,china,anshan,liaoning,163.com,1
9342,21273,1498,william paterson university new jersey,united states,wayne,new jersey,http://www.wpunj.edu,william paterson university,united states,wayne,new jersey,wpunj.edu,1
9371,11018,36362,london business school,united kingdom,london,,http://www.london.edu/,london business school,united kingdom,london,,london.edu,1
9385,11018,1815,london business school,united kingdom,london,,http://www.london.edu/,london business school,united kingdom,london,,london.edu,1
9392,11019,15319,london contemporary dance school,united kingdom,london,,http://www.theplace.org.uk/lcds,university london,united kingdom,egham,surrey,rhul.ac.uk,0
9418,11042,22451,louisiana state university agricultural mechanical college,united states,baton rouge,louisiana,http://www.lsu.edu/,louisiana state university,united states,baton rouge,louisiana,lsu.edu,1
9435,11058,40150,loyola university chicago,united states,chicago,illinois,http://www.luc.edu,university chicago,united states,chicago,illinois,uchicago.edu,0
9445,21362,7640,wuhan university science technology,china,wuhan,hubei province,http://www.wust.edu.cn/wust_en/index.html,hong kong university science and technology,china,kowloon,hong kong,ust.hk,0
9456,21362,5605,wuhan university science technology,china,wuhan,hubei province,http://www.wust.edu.cn/wust_en/index.html,hong kong university science and technology,china,hong kong,,ust.hk,0
9461,21364,32556,wuhan yangtze business university,china,wuhan,hubei,http://www.wybu.cn/,wuhan university,china,wuhan,hubei,whu.edu.cn,0
9485,11079,56981,luoyang institute science technology,china,luoyang,he,http://www.lit.edu.cn,huazhong university science and technology,china,wuhan,hubei,hust.edu.cn,0
9517,21593,34794,xi'an jiaotong liverpool university,china,suzhou,jiangsu,http://www.xjtlu.edu.cn/en/,xi'an jiaotong university,china,xi an,shannxi,163.com,1
9519,21593,58465,xi'an jiaotong liverpool university,china,suzhou,jiangsu,http://www.xjtlu.edu.cn/en/,xi'an jiaotong university,china,xi an,shaanxi,mail.xjtu.edu.cn,1
9523,21593,57211,xi'an jiaotong liverpool university,china,suzhou,jiangsu,http://www.xjtlu.edu.cn/en/,xi'an jiaotong university,china,xi anŒŒÇíæñŒÂí_ñí_í¢,shaanxi_ŒÈŒ«,gmail.com,1
9529,11313,46559,makerere university,uganda,kampala,,http://www.mak.ac.ug/,makerere university business school,uganda,kampala,,mubs.ac.ug,1
9545,11416,14005,marshall university,united states,huntington,west virginia,http://www.marshall.edu,marshall university,united states,huntington,west virginia,marshall.edu,1
9550,21735,53996,yonsei university,south korea,seoul,,http://www.yonsei.ac.kr,yonsei university,south korea,seoul,,yonsei.ac.kr,1
9562,21737,19946,york college pennsylvania,united states,york,pennsylvania,http://www.ycp.edu,university pennsylvania,united states,philadelphia,pennsylvania,rahulkapoor.com,0
9563,21737,11159,york college pennsylvania,united states,york,pennsylvania,http://www.ycp.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0
9565,21737,27231,york college pennsylvania,united states,york,pennsylvania,http://www.ycp.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0
9581,21739,9225,york university,canada,toronto,ontario,http://www.yorku.ca,york university,canada,toronto,on,schulich.yorku.ca,1
9600,11447,42905,massachusetts institute technology,united states,cambridge,massachusetts,http://www.mit.edu,massachusetts institute technology,united states,cambridge,massachusetts,mit.edu,1
9634,11496,28256,mcgill university,canada,montreal,quebec,http://www.mcgill.ca,mcgill university,canada,montreal,qc,mail.mcgill.ca,1
9653,11514,58801,medical university south carolina,united states,charleston,south carolina,http://www.musc.edu,university south carolina,united states,columbia,south carolina,email.sc.edu,0
9657,11514,56891,medical university south carolina,united states,charleston,south carolina,http://www.musc.edu,university south carolina,united states,columbia,south carolina,mailbox.sc.edu,0
9667,11527,35914,medical university innsbruck,austria,innsbruck,tyrol,http://www.i-med.ac.at,university innsbruck,austria,innsbruck,,uibk.ac.at,0
9672,21829,58717,zhejiang ocean university,china,zhoushan,zhejiang province,http://61.153.216.111/zjouenglish,zhejiang university,china,hangzhou,,hotmail.com,0
9719,21838,48898,zhejiang wanli university,china,ningbo,zhejiang province,http://gjjl.zwu.edu.cn/english,zhejiang university,china,hangzhou,,zju.edu.cn,0
9724,11542,56899,meiji university,japan,tokyo,,http://www.meiji.ac.jp,meiji university,japan,tokyo,,nifty.com,1
