s_id,s_search,p_title,p_author,p_award,p_abstract,p_search
1671,,"3|Entrepreneurial Stories, Legitimacy and Resources: The Role of Coherence and Story-Enactment",1|Jatinder Singh Sidhu|Erasmus U. Rotterdam||2|Bettina Beata Wittneben|U. of Oxford||3|Jurriaan Nijholt|Erasmus U. Rotterdam||,,"This article adds to the cultural-entrepreneurship literature by arguing that the substance of entrepreneurial narratives is the critical element that distinguishes between stories that triumph and those that fail in rallying support for a new business initiative. In particular, by drawing on the mission concept from the strategic-management literature, the article develops a set of propositions concerning the content of entrepreneurial stories. The article suggest that stories recounting a coherent mission promote the legitimacy of a new undertaking and attract financial, human and institutional resources to it. Furthermore, congruence between story content and story-enactment has similar propitious effects. We combine our theory-development efforts with an illustrative case of an act of entrepreneurship at Nokia. We discuss the implications of our work for entrepreneurship research and practice.",narrative| entrepreneurship| mission
1671,,4|A Communicative Perspective on Knowledge Sharing:Exploring Narrative- and Argumentative Modes,1|Daniel Geiger|U. of Kaiserslautern||,,This paper aims at extending research on the way knowledge is shared in organizations. Currently research on organizational knowledge sharing has primarily focused on everyday modes of communication organizational members use to share and interpret experiences. In this context especially narratives have been identified as being an important medium for organizational knowledge sharing because of their. The purpose of this paper is firstly to show that narrative-based knowledge sharing encounters serious shortcomings and frequently has to be supplemented by an argumentative mode of communication and secondly the paper aims at specifying the conditions and moderators which trigger a switch from a narrative to an argumentative mode of communication. This also helps in deepening our understandings of the limitations of a narrative mode of knowledge sharing and provides us with a more sophisticated understanding of the communicative strategies organizational members use for coping with difficulties occurring in knowledge sharing.,knowledge sharing| narratives| communication
1672,,1|For Love and Money:  the Entrepreneurial Self and the Creation of Caring Organizations,1|Tyler Earle Wry|Wharton School||2|Michael Lounsbury|U. of Alberta||,,"The creation of social and environmental benefits by entrepreneurs has emerged as an area of scholarly interest, yet we have little understanding of why some entrepreneurs pursue these goals. Extending work on identity and entrepreneurship, we combine insights from structural and institutional views to develop the concept of the entrepreneurial self. We develop a theoretical framework for understanding the role of the entrepreneurial self in the creation of new ventures that provide non-economic benefits.",insitutional logics| identity| entrepreneurship
1672,,"2|Scorning Their Shame: Theology, the Marginalized, and the Institutional Work of Allies",1|Steve Stewart|Florida Atlantic U.||2|Bryant A Hudson|Florida Atlantic U.||,,"The literature on institutional change has generally focused either upon those engaged in organizing for institutional work on their own behalf or upon individuals exercising agency upon institutions as institutional entrepreneurs.  Less attention has been given to change efforts of higher status allies on behalf of those who are negatively affected by institutional configurations, who are stigmatized or marginalized.  We develop a theoretical model which describes the processes by which theology, as the discursive logic of the institution of religion, constitutes both religious identities and an awareness of the marginalized.  We suggest that religious identities interact with awareness of the marginalized, producing an effect of reframing the marginalized, which may produce allied efforts at institutional work on their behalf.  We also present a model explaining how allies of those marginalized by existing institutional configurations are constituted, and the range of institutional work these allies engage in.",identity| institutions| theology
1672,,3|Revolution of the Middle-class Housewives:Identity Work as a Process for Embedded Change,1|Aegean Oi Kam Leung|U. of Victoria||2|Charlene E. Zietsma|U. of Victoria||3|Ana- Maria Peredo|U. of Victoria||,,"Through a case study of the Seikatsu Club created by middle-class housewives in Japan, this paper examines the process through which highly embedded, marginalized actors gained influence by using their institutionally-prescribed role identity as a resource.  The embedded change model we develop outlines a micro process of identity work through which actors reconstruct their own identity, change societys expectations of their role, and effect social changes, through spiralling cycles of action, learning and sense-making in expanded role domains.  Our research findings make significant contributions to the understanding of the complex relationships among institutions, embedded actors, self-transformation and social change.",identity reconstruction| institutional change| identity work
1672,,4|Social Investors Collaborative Strategies to Change Institutional Fields,1|Jegoo Lee|U. of South Florida||2|William B. Stevenson|Boston College||,,"Regarding institutional entrepreneurs as agents who actively attempt to initiate institutional fields, we examine three strategies used to collaborate with others to gain impact in an institutional field: social identity, financial resources, and centrality within the field.  We examine the functions of these three resources utilized by social investors who file joint shareholder resolutions to influence responsible corporate practices.  We find that centrality and a large resource base are effective strategies to initiate collective efforts among social investors.  We also find that social investors with a faith-based identity are more successful at initiating collaborative initiatives if they also occupy a central position in the network of social filers.  By contrast, those who are central but also own a large range of stocks are less likely to file collaborative resolutions.  This research provides theoretical implications for how institutional entrepreneurs initiate collaborative efforts in a network of investors to change institutional fields.",institutional entrepreneurship| collaborations| social investors
1673,,1|Dialogicality and Institutional Logics: Institutional Interaction in a Municipal Strategy Process,1|Kari Jalonen|Hanken School of Economics||,,"This paper applies a discourse analytic approach to the use of institutional constructs in a process of institutional change. I argue that the concept of dialogue complements the dialectical view on institutional change by describing the interplay of institutions during a process of institutional change. My empirical account describes the pluralistic institutional demands manifest in municipal strategy work in a municipal organization. The article is based on a longitudinal in-depth case study of the municipal strategy process. An ethnographic approach was used, concentrating on the implications of pluralism in daily talk, and their institutional outcomes.Dialogue presented itself as an important arena of negotiation that linked different views on the strategy and the municipal field more generally. The institutional constructs were invoked in dialogue in several different ways, and related to practical problems faced by participants in the strategy process. The participants interleaved and made compromises between institutional requirements that stemmed from very different conceptions of the municipal sector, creating new, local adaptations of these logics. These outcomes influenced choices made later - both during the formal strategy process and after it.The process described in this article differs from most previous accounts of institutional change. The adaptation between different views is continuous, flexible and subtle. Discussants combine aspects of different institutions and mix elements of different institutional logics. The resources and views represented by discrete institutional logics come together and are formed into plastic, local and shared meaning systems that combined elements of different institutional frames.",institutional change| discourse analysis| dialogicality
1673,,2|Pluralism as an Antecedent to Interrole Conflict: Formation of the Hierarchy of Salience,1|Lee Charles Jarvis|Florida Atlantic U.||,,"Institutional pluralism is examined as an antecedent to an individual's experience of interrole conflict through the formation of an individual's hierarchy of salience.  The multiple simultaneously held social identities which comprise an individual's hierarchy of salience are said to be embedded in different institutional spheres.  In a highly pluralistic environment, several contradictory institutions may be present; individuals with simultaneously held social identities embedded in these contradictory institutions will experience interrole conflict, or incompatibility between the roles that comprise their social identities.",institutional pluralism| interrole conflict| identity
1673,,3|Contested Institutional Prescriptions and Organizational Identity in a Pluralist Country,1|Rajiv Krishnan Kozhikode|U. of Groningen||2|Jiatao Li|Hong Kong U. of Science and Technology||,,"Organizational imprinting hypothesis suggests that institutional environment at founding shapes organizational identities. But it remains ambiguous as to how organizational identities are shaped under institutional pluralism, where multiple institutional constituents co-exist and compete for the attention of the entrepreneurs. In this paper, we theorize how organizational identities are shaped by the interactions between different institutional constituents. An investigation of the linguistic identity choices of newspapers founded in India between 1948 and 2008 lend support to our thesis that the ability of dominant institutional constituents to shape organizational identities at founding is contingent on the strengths of their challengers and allies.",organizational identity| organizational imprinting| institutional pluralism
1673,,4|Leveraging Institutional Distance: Institutional Arbitrage in University-Industry Relations,1|Markus Perkmann|Imperial College London||2|Nelson Phillips|Imperial College London||3|Royston Greenwood|U. of Alberta||,,"While previous work has investigated how actors work across multiple organizational fields to enact institutional change, less attention has been paid to other ways in which actors take advantage of institutional complexity. In this study, we examine how actors strategically leverage differences across fields to create advantage in their home field; what we call institutional arbitrage. Through an inductive study of more than 60 university-industry projects spanning the fields of public science and business, we found that the institutional distance between fields created the opportunity for actors to engage in institutional arbitrage and allowed them to reap three types of benefits: resources, legitimacy and ideas. We also found that obstacles to institutional arbitrage increased with increasing institutional distance. Actors were able to mitigate this effect, however, by increasing the institutional complexity of their interactions  that is, by combining elements from different logics. Our discussion highlights contributions to the study of institutional work, institutional complexity and the microfoundations of institutions.",university-industry relations| collaboration| institutional logics
1674,,"1|Shifts in Societal Logics: Political Theorization, Localized Experimentations and Adaptation",1|Grace Hong Fan|Imperial College Business School||,,"This article examines shifts in societal level logics over a period of 30 years, in the context of China. Combining longitudinal interviews with historical archival data, we explore how the shift from central planning to socialist market logic, and eventually to the market logic with a high level of state institutionalization, happens amidst the corresponding shift in the state logic. Our results indicate that the market logic emerges and develops as a result of localized experimentations by the local governments and private enterprises, adaptation by entrepreneurs, recursively interacting with political theorization by the Party elite over time. The mechanisms underlying these three processes are reinforcing because they operate in three interrelated domains  structural, cognitive and normative  of institutional logics. We develop a grounded process model of shifts in societal level institutional logics. The case in China seems to suggest that a new way of thinking about societal level market logic and state logic within institutional theory is overdue.",institutional logics| non-market societal level logics| longitudinal research design
1674,,2|Understanding Local Logics in U.S. Climate Change Legislation: A mixed methods analysis,1|Barbara Gray|Pennsylvania State U.||2|Jenna P. Stites|Pennsylvania State U.||,,"This paper examines the conflicting institutional logics at play in the debate regarding climate change legislation in the U.S.  In particular, following Marquis & Battilana (2009), we argue that local, community-based logics, especially those associated with resource extractive industries, protected lands and socioeconomic status will trump national political party logic in politiciansa decisions about environmental legislation. To investigate this thesis, we examine the voting patterns of Congressional representatives on key environmental legislation including the American Clean Energy and Security (ACES) bill on climate change initially using economic data from the district as a surrogate for local logics to test our hypotheses.  Our findings show that, after controlling for the districtas demographic characteristics and the representativeas, demographics and past voting patterns, local logics did, in most cases, predict  representativesa support  for ACES and other environmental legislation, over and above national party logics.  Then using qualitative data from Congressional websites, we developed deeper understanding of the differences in logics we had tested quantitatively. From the qualitative data we distinguished both the underlying logics and the way legislators who supported and opposed ACES framed their stances. Our findings emphasize the importance of investigating local as well as national level institutional logics in understanding support for environmental policy issues.",institutional logics| climate change| environmental legislation
1674,,3|Plurality in Market Logic,1|H-S Anna Kim|U. of Cambridge||2|Helen Haugh|U. of Cambridge||,,"The rise of neoliberalism and shareholder capitalism is founded on the logic of market relations.  Although often alluded to as homogenous, we propose that there are varieties of market logics arising from conflicting norms and practices associated with the tension between short- and long-term orientation and discord between disembedded and embedded relations. We situate plurality in market logics in institutional theory and develop a typology of four different market logics that vary temporally and normatively.  We use our framework to extend knowledge about institutional logics and agency, continuity, and change.",institutional logic| institutional change| market logic
1674,,4|Societal Patriarchal Logics and the Emergence of Microfinance Organizations,1|Eric Yanfei Zhao|U. of Alberta||2|Tyler Earle Wry|Wharton School||,1|Winner of the OMT Division Best International Paper Award||2|Carolyn Dexter Award Nominee||,"Why do countries differ so much in the extent to which their microfinance market has developed over the past two decades? Building on neo-institutional theories in sociology and research on patriarchy in feminist studies, we argue that patriarchal logics in family, profession, religion and state sectors strongly influence societal regulation of womens conduct which in turn shapes microfinance market creation. We examine both the independent and joint effects of the multiple patriarchal logics on the establishment of microfinance organizations (MFO) using a cross-national time-series dataset compiled between 1990 and 2006. We find that stronger patriarchy in the four sectors generally hinders the establishment of MFOs whose primary social mission is to empower women. Moreover, the results suggest that not every dimension of the patriarchal logics is equally potent in their effect. We also find that family and profession patriarchy respectively mediate the impact of religious fundamentalism and state patriarchy on MFO establishment. State religion also seems to moderate the relationship between family patriarchy and MFO establishment. We discuss our contributions to research on institutional logics, patriarchy and more generally the intersection of sociology of organizations, feminist studies, and entrepreneurship.",institutional logics| market creation| microfinance
1675,,1|Predicting Organizational Identification at the CEO Level,1|Donald Lange|Arizona State U.||2|Steven Boivie|U. of Arizona||3|James Westphal|U. of Michigan||,,"In spite of strong indications that CEO organizational identification can be beneficial for the firm, its determinants have not received prior research attention. In this paper, we provide and test a theoretical framework of antecedents of CEO organizational identification that draws on both the organizational identification literature and on the literature that pertains to the unique role, power, visibility, and control structures of the CEO position. Our theory and supportive results suggest that CEO organizational identification will be enhanced by organizational differentiation, firm-specific CEO esteem-relevant feedback, CEO vested interest in the firm, and CEO control over the firm.",organizational identification| ceo| governance
1675,,"2|The CEO as Organizational Architect: John Reed, Citibank and the Financial Crisis of the 1990s",1|Sarah Kaplan|U. of Toronto||,,"This paper reports on the CEOs-eye-view of the 1990 commercial real estate crisis at Citibank using unique data from CEO John Reeds private archives as well as a series of oral histories conducted with Reed, Board Members, other Citi executives and bank regulators. By mapping out Reeds actions across the processes of strategic renewal at Citibank  the sensing and recognition of the crisis, the development of the strategy and the implementation of the plan  I find that is not just the degree to which he anticipated (or did not anticipate) the crisis or came to grips with it as it was occurring that explained the Banks ultimate survival. Instead, it was how this CEO reshaped the organizations cognitive frames about the nature of the business, the capabilities of the organization to manage in new ways and the incentives and control structures that guided action. I introduce the idea of organizational architectural knowledge to explain how these components of the organization fit together to shed light on questions that have perennially plagued executives and intrigued scholars: How do organizations survive in the face of discontinuous change in the environment? And, more specifically, what is the role of the CEO in this process?",ceo| organizational change| architectural knowledge
1675,,3|Helping Other CEOs Avoid Bad Press:Impression Management Support among CEOs towards Journalists,"1|James Westphal|U. of Michigan||2|Sun Hyun Park|U. of Michigan||3|Michael McDonald|U. of Texas, San Antonio||4|Mathew Hayward|U. of Colorado, Boulder||",1|Winner of OMT Division Best Paper Award||,"A key limitation of impression management as a social influence tactic is that it can be interpreted as self-serving, and thus less credible to the influence target. In this study we examine an alternative form of impression management that overcomes this crucial limitation - impression management support (IM support) by others on behalf of the beneficiary actor. We examine the determinants and consequences of IM support in communications between CEOs and journalists, where CEOs of other firms provide positive statements about a focal CEO's leadership and strategy and/or external attributions for low performance at the focal CEO's firm. Drawing from social exchange theory, our theoretical perspective suggests how IM support may result from norms of reciprocity among corporate leaders. Three distinct reciprocity mechanisms are explored: i) direct reciprocity in which CEOs who have received IM support from another CEO in the past tend to reciprocate by providing their benefactor with similar such support when given the opportunity; ii) generalized reciprocity in which CEOs who received IM support in the past pay the support forward to another third-party CEO; iii) fairness-based selective giving, wherein CEOs reciprocate IM support to fellow CEOs who they believe have given similar support to other CEOs in the past. Our theoretical perspective also draws from the social psychological literature on persuasion to suggest why IM support for another CEO may have a more positive influence on the tenor of journalist coverage about the firm!-s leadership than impression management by the CEO about his/her own leadership and strategy. We test our hypotheses with a unique dataset that includes original survey data from a large sample of CEOs and journalists.",corporate governance and business strategy| upper echelon theory
1676,,1|Making Markowitz Proud: How High-Performing Endowments Achieve Portfolio Diversification,1|Mimi Lord|Case Western Reserve U.||,,"University endowments with broad portfolio diversification have been correlated with performance, but antecedents to investment committees diversification decisions have not been tested previously. Investment committee characteristics including diverse investment expertise, a learning commitment and open-mindedness are postulated to affect portfolio diversification via the mediating effect of Portfolio Theory. The use of Portfolio Theory framework leads to greater portfolio diversification among top-performing endowments than among bottom-performing endowments.",portfolio theory| open-mindedness| performance
1676,,2|Theorizing Capabilities of Organizational Agility: A Paradox Framework,1|Andrew Schnackenberg|Case Western Reserve U.||2|Jagdip   Singh|Case Western Reserve U.||3|James Hill|Case Western Reserve U.||,,"In todays markets, relentless change is the new normal and organizations that rapidly internalize fast environmental change may endanger their survival no less than those that remain sluggish in responding to change.  Organizations that navigate a middle path to internalize a requisite rate of change are likely to be more sustainable and effective. Navigating this path involves garnering and examining the critical, and usually paradoxical, agility capabilities for succeeding in hyper-environments. We develop a framework of three agility capabilities  learning, governance and engagement  necessary to internalize a requisite rate of change and formulate propositions that reveal inherent paradoxes within and between agility capabilities. We draw attention to challenges for reconciling and leveraging them.",agility| paradox| hyper environment
1676,,"3|Emergence, Causality and Reduction: Ontological Foundations of Organizational Capabilities",1|Martin Friesl|Lancaster U.||2|Markus H V Vanharanta|U. College Dublin||,,"The concept of organizational capabilities is regularly criticized for being ambiguous and under theorized, especially in regard to the emergent qualities of capabilities, the linkage to firm level performance, and the possibility of the reduction of organizational capabilities to individual level properties. These concerns relate to the very nature of organizational capabilities: their ontology. This paper builds new theory regarding the ontological foundations of organizational capabilities by contrasting three ontological perspectives (critical realism, ontological individualism and structuration theory). This comparison leads to a new taxonomy of organizational capabilities that crystallizes central points of tensions in the extant literature. We use this new understanding to reconcile these tensions in the current capability literature and address problems related to capability micro-foundations, causal ambiguity and the tautology debate. In addition, we propose a new ontologically informed line of enquiry for future empirical capability research.",organizational capabilities| ontology| micro-foundations
1676,,4|Organizational Antecedents of Dynamic Capabilities,1|Kieran John Patrick MacInerney|U. of Cologne||,,"This empirical study analyzes the organizational antecedents of dynamic capabilities. Thereby, this study shows how centralization, routinization, and formalization affect the constitution of dynamic capabilities. Data from 265 business units provide evidence for the negative influence of centralization and routinization, and the positive influence of formalization, on the formation of dynamic capabilities.",dynamic capabilities| organizational design| structural determinants
1677,,1|The Strategy of Small and Large Losses: Organizational Learning from Near-misses and Accidents,1|Peter M. Madsen|Brigham Young U.||2|Catherine Tinsley|Georgetown U.||3|Robin Dillon-Merrill|Georgetown U.||,,"A near-miss is an event where the possibility of a significant failure is present, but does not materialize. Many organizations in high-hazard industries have recently adopted near-miss learning systems in the hope that their members will learn from near-misses to prevent future serious accidents. However, different theoretical perspectives within the organizational learning literature make divergent predictions as to the likelihood of organizational learning from near-misses. The strategy of small losses perspective predicts that organizations can learn effectively from near-misses, while the learning from disaster perspective suggests that meaningful learning from near-misses is unlikely (rather, significant accidents are needed for  learning ). In this paper, we integrate and harmonize these two perspectives to hypothesize that effective organizational learning from failure requires both small failures (like near-misses) and large failures. We test these hypotheses and explore the factors that drive them in two studiesan empirical analysis of learning from failure [both small failures (near-misses) and large failures (accidents)] in the U.S. commercial aviation industry from 1990-2007 and a laboratory experiment of decision making in the context of near-misses and accidents.",organizational learning| near-misses| safety
1677,,2|Learning from Successes and Failures in Mergers and Acquisitions,"1|Yan Gong|U. of California, Irvine||2|Yu Zhang|U. of California, Irvine||",,"Much organization and strategy research has a 'success bias.' In contrast, we focus on organizational failure as a potential source of learning, and explore how the variability and subtypes of previous experiences ""C both success and failure experience ""C impact a focal firm!-s subsequent behavior and performance, in a context of mergers and acquisitions (M&A). The results showed that both success and failure experience increased a firm!-s propensity to take new M&A transaction, but reduced premium it paid in the M&A transaction, but their magnitudes were not significantly different. Small and big failure experience both increased the likelihood of new M&A transaction, with the magnitude of big failure experience significantly smaller than that of the small failure experience. Overall, the results suggested the importance and impact of small success/failure experience on future M&A transactions and the premium paid for target firm in those transactions.",organizational learning| learning from failures| merger & acquisitions
1677,,3|Severity of failures on organizational learning from airline accidents and incidents,"1|Daniel Han Ming Chng|Sungkyunkwan U.||2|Pamela R Haunschild|U. of Texas, Austin||",,"Drawing on organizational learning theory and using data on accidents and incidents involving U.S. commercial airlines from 1987 to 2008, we investigate how the severity of failures affects organizational learning in terms of reductions in subsequent failure rates.  Our results establish a curvilinear relationship between severity of failures and learning, such that, organizations learn more effectively from small or large failures but have difficulty learning from moderate failures.  This curvilinear relationship is stronger for organizations with higher managerial turnover or lower operational efficiency, illustrating how varying severity of failures can induce organizational dynamics that either enable or impede learning.",organizational learning| severity of failure| managerial turnover
1677,,4|Safety Policy on the Front Lines: Resisting Normalization in Complex Organizations,1|John Lyneis|Massachusetts Institute of Technology||,,"Research on risk and accident in complex organizations emphasizes the process by which problems are normalized as acceptable risks (Vaughan 1996), creating the conditions for future accidents.  Yet, organizational scholars also point to many examples of problems that are successfully identified and resolved.  Using data from a five-month ethnography in three petrochemical plants, I ask: when and how is the normalization of potential problems more likely to be uncovered or resisted?  To answer this question, I consider a crucial point where normalization often begins.   Specifically, I compare cases where knowledge is abstracted and transferred across organizational boundaries.  As we would expect, abstraction is most effective when authority is granted to the front lines, when physical boundary objects are used to translate knowledge, and when processes provide a mechanism for individuals to raise doubts.  At the same time, even under ideal circumstances, normalization still proceeds in some cases.  I find that normalization proceeds when there is disagreement or uncertainty regarding the correct application of a rule, or when rule bending appears advantageous.  Thus, while managers and policy makers can reduce instances of normalization through good process design, organizations will always remain vulnerable to the normalization of some deviance.",risk| safety| normalization of deviance
1678,,1|Momentum and the Performance-Risk Relationship: Evidence from Professional Football,1|David Lehman|National U. of Singapore||2|Jungpil Hahn|Purdue U.||,,"Organizational members consider past performance as well as expected future performance when making risky decisions. We seek to understand how these backward- and forward-looking tendencies together affect risk-taking by examining the role of momentum  systematic and sustained trajectories in performance over time. We posit that momentum shapes members expectations of future performance through a sensemaking process and in turn regulates the focus of organizational attention between aspirations, survival, and slack. We tested and found support for our hypotheses in the context of 22,603 fourth down decisions made by the 32 National Football League teams during the 2000-05 regular season games.",risk| momentum| variable-focus model
1678,,"2|Aspirations, Performance, and Changes in Partnering Behavior: Pharmaceutical Industry 1990-2006",1|Francesco Di Lorenzo|Georgetown U.||,,"Building on the prior research on aspiration levels, managerial decision making and partnering routines, we examine the conditions under which pharmaceutical firms change their partnering behaviour across time. Using insights drawn from behavioural theory and evolutionary theory of the firm, we suggest that any change in partnering behaviour is considered risky, and is triggered by the gap between actual performance (financial and innovative) and aspirational performance (developed on the basis of historical and social comparisons). Testing a sample of 988 pharmaceutical firms from 1990 to 2006, our results suggest that the change partnering behaviour depends on the performance type: firms are more likely to change when financial performance equals aspiration, while innovative performance predicts opposite results on the performance discrepancy (both below and above)- change in partnering behaviour relationship.",risky organizational change| aspirations| innovative performance
1678,,"3|Corporate Structure, Performance Feedback and Innovation in Multi-divisional Firms",1|Vibha Gaba|INSEAD||2|John Joseph|Duke U.||,,"This paper examines the effects of corporate and business unit performance feedback on new product introductions in the multi-divisional firm.  We depart from previous studies which have focused on unitary firms or implicitly ignored the unique goals embedded within the corporate structure.   We propose that because the corporate structure segments attention to goals, responses to performance feedback at the corporate and business unit levels diverge.  We find that business units respond to negative feedback in a manner consistent with failure-induced change models, whereas corporate units demonstrate threat-rigidity and status quo behavior.  We further argue that goals and corresponding feedback may be prioritized through the corporate structure. Our results show that because the corporate unit shapes what business units attend to, the corporate units performance feedback both dominates and attenuates business unit responses to performance changes.",corporate structure| performance feedback| innovation
1678,,4|Coalitions and Organizational Learning: The Politics of Making Decisions,1|Gino Cattani|New York U.||2|Ji-hyun Kim|New York U.||,,"Following the publication of Marchs (1991) seminal paper, a large body of research has mostly focused on how organizations can balance between exploration and exploitation in order to improve their long-term performance and survival. Yet the role of coalitions and power struggle in shaping organizational learning and performance  a central theme in the behavioral theory of the firm tradition  has surprisingly received only scant attention. Building on the notion of organization as a composition of coalitions, our paper seeks to fill this gap by examining influence of coalitions and coalitional structures in organizations. In particular, it looks at how various configurations of coalitional structures enhance or hinder an organizations ability to learn from its individual members. While the primary goal of this paper is to model the impact that coalitions have on organizational learning and performance, our model also illustrates the process by which coalitions are formed. The theoretical and managerial implications from the results of our model are discussed.",coalition| exploration / exploitation| organizational learning
1679,,1|Impact of Post-Adoption Experience with a Managerial Innovation on Variability of Learning Outcomes,"1|Andreas Schwab|Iowa State U.||2|Anne S Miner|U. of Wisconsin, Madison||",,"This paper tests theory about organizational learning following the adoption of an organizational innovation. We challenge the widespread assumption that ongoing implementation learning reduces variation in outcomes in a system over time. We propose instead that post-adoption learning can create variation within an industry under designated learning conditions. We test our theory using panel data on the farm team system, an innovative managerial practice introduced in the U.S. baseball industry during the 1920s. Results indicate that increased industry-level variation over time was found in farm team network size, a key feature of this innovation, consistent with ongoing experimentation, multiple vicarious learners, and shifting reference points. In contrast, industry-level variation in performance decreased over time, consistent with a competitive industry structure that rewards stable performance. Our study advances multilevel organizational learning theories and outlines when ongoing learning will increase rather than decrease variability in outcomes.",variability of learning outcomes| multi-level learning| management innovation
1679,,2|Non-adaptation in Complex Landscapes: The Substitutive Effect of Matching on Firm Adaptation (WITHDRAWN),1|Jade Maneja|U. of Southern Denmark||,,"We use an NK model to analyze learning in alternative organizational structures along segments in the value chain. Specifically, vertically integrated and disintegrated structures are compared. While integrated structures benefit from control of policy attributes, disintegrated structures are able to take advantage of partner matching. We find that internal adaptation efforts can be perfectly substituted by improved ability in finding partners. We also find that processes without internal adaptation exhibit the familiar signature of learning curves. Our results have important implications for empirical research in organizational learning and vertical integration.",matching| internal adaptation| vertical integration
1679,,3|Absorptive Capacity Routines and Successful Adoption of Management Innovation,1|Arie Y. Lewin|Duke U.||2|Silvia Massini|U. of Manchester||3|Carine Peeters|ULB||,,"In this paper we use two case studies to explore the role of AC routines and individual actors in the successful adoption and diffusion of offshoring management innovation.  We distinguish between alternative mechanisms to develop routines for adopting innovation (trial and error processes and problemistic search versus idea champions) and between early versus later stage routines. We also identify founding conditions and corporate culture as antecedents for AC routines in the context of management innovation.  In line with Lewin et al. (2010)s typology of routines that make up a firms AC capabilities, we studied two cases characterized by similar AC meta routines expressed through very different AC practiced routines. Our research shows that the equifinality of certain routines does not necessarily hold for the mechanisms that guide the emergence and refinement of AC practiced routines. Specifically, the cases suggest that idea championing would be a less time consuming, and therefore more efficient, mechanism to guide the development of adequate AC routines than the problemistic search of such adequate routines.",absorptive capacity routines| management innovation| global sourcing of business services
1679,,4|Related Experience and Market Entry: Exploring Prior Experience and Institutional Constellations,"1|Jocelyn M. Leitzinger|U. of Wisconsin, Madison||",,"Research on the effect of prior related experience on the timing of market entry in developing industries offers conflicting results. In this study, I propose that a more systematic categorization of prior related experience types and examination of initial entry to geographical industry clusters, as opposed to strictly industry entry, may reconcile some of these differences in the literature. More importantly, I argue that it is the interaction between institutional constellations and the prior related experience of the initial entrants that determines the dominant entrant type at each stage of the industrys development. Examples from the wind farm industry serve as illustration for the theories and proposals developed in this study.",absorptive capacity| prior experience| industry emergence
1680,,1|Reinventing (Parts of) the Wheel: Reconceptualizing Ambidextrous Product Development Strategies,1|Eric C. Dahlin|Brigham Young U.||,,"A problem many firms face is how to pursue exploration and exploitation strategies simultaneously (organizational ambidexterity) since both strategies consist of divergent activities and logics. In this paper I identify a novel ambidexterity strategy that includes pursuing new products (i.e., exploration) that leverage expertise with respect to a products application or intended use (i.e., exploitation). Results from regression models indicate that strategies that exploit expertise of product applications increases sales growth for a sample of 110 large biotechnology firms. Specifically, a new product that combines a product application with which the firm has previous experience is associated sales growth.",ambidexterity| organizational learning
1680,,2|Great Vessels Take a Long to Mature: Early Success Trap & Competence in Exploitation and Exploration,1|Mooweon Rhee|U. of Hawaii||2|Tohyun Kim|Sungkyunkwan U.||,,"This study builds upon a lesson from a famous Chinese anecdote that warns against falling into ""early success trap.""  We argue that falling into success trap is more destructive at early ages than at later ages because greater competence takes longer time to develop.  In order to investigate the antecedents and consequences of early success trap, we develop a model that examines how and when success trap occurs and results in different consequences depending on the time of initial success.  The results from the simulation of our model indicate that (early) success trap is a product of interactions among organizational learning of competences in exploitation and exploration and adaptation of historical and social aspiration levels.  It is shown that success trap occurs when implementing a strategy requires exploitative competence and organizations pay attention to their social positions in adapting aspiration level.  Moreover, success trap becomes detrimental especially at early ages when developing exploratory competence helps searching for a better alternative strategy and organizations learn rapidly from their recent comparative performance within the population.  We suggest that future research find ways to develop exploratory competence that sustain the survival of individual organizations in the short run and the prosperity of the whole population in the longer run.",early success trap| exploration and exploitation| organizational learning
1680,,3|Is There Exploitative Exploration Or Exploratory Exploitation? Reference and Degree Matter,1|Peiran Su|U. College Dublin||,,"Two perspectives on exploration and exploitation research are suggested. They focus on the significance of a frame of reference in understanding the essence of exploration and exploitation and their operationalization in empirical research. Borrowing the notion of reference from natural science, this study emphasizes the importance of the degree of change to the theoretical distinction between exploration and exploitation and the empirical integration of the two. It further contributes to the operationalization of exploration and exploitation based on a thorough review of 45 influential empirical studies in the literature.",degree| exploration and exploitation| reference
1680,,"4|Structural Autonomy, Social Networks, and the Exploration and Exploitation of Knowledge",1|Emily Erikson|Yale U.||2|Sampsa Samila|Brock U.||,,"Research on the exploration and exploitation of knowledge in organizations suggests that the autonomy of subsidiaries or units encourages innovation. However, that same autonomy potentially discourages the exploitation of innovations through inter-unit communication D suggesting a tradeoff between innovation and communication. This research has often addressed cases in which informal avenues for information between units have to be created by the organization. We examine a situation in which units are already embedded within a network of opportunities to communicate commercial information. We find that units are more likely to communicate information through these available pathways when they have greater autonomy. We conclude that integration and autonomy are not systematically at odds with each other, although previous organizational theory has suggested otherwise.",social networks| exploration and exploitation| knowledge
