s_id,s_search,p_title,p_author,p_award,p_abstract,p_search
1709,,3|Do Signals Matter in Competition? The Relationship Between Signals and Reaction Intensity,1|Qiang Li|U. of Maryland - College Park||,,"There have been lots of studies examining the effect of competitive actions on responses. Such studies help predict competitive responses from competitors when a firm initiates competitive actions. Observing the reality, what we find more frequently is competitive signals instead of real competitive actions. Do these signals matter in competition? This is the question this study attempts to answer. This study theorizes the relationship between competitive signals and competitive responses. Due to the time-consuming nature, data collection of this study is still in progress but according to the pace of data collection, we should be able to provide all the results by AOM conference in Montreal, Canada.",signal| competition
1709,,"4|Reputation, Altruism, and the Benefits of Seller Charity in an Online Marketplace","1|Daniel Walter Elfenbein|Washington U. in St. Louis||2|Raymond Fisman|Columbia U.||3|Brian McManus|U. of North Carolina, Chapel Hill||",,"We analyze natural experiments on eBay where sellers offer identical products with and without charity donations.  Charity-linked products are more likely to sell and attract higher prices.  These benefits accrue primarily to sellers without extensive eBay histories, suggesting that consumers view charity as a signal of seller quality and a substitute for reputation.  We do not find evidence that bundling products with charitable contributions is directly profitable.",corporate philanthropy| reputation| social responsibility
1710,Discourse|| Fields|| Social Construction,1|Stimulating Theory Creation through Confrontation and Integration: The French Convention Theory,"1|Abdul A Rasheed|U. of Texas, Arlington||2|Anne-Catherine Moursli|IESEG School of Management||3|Richard L Priem|U. of Wisconsin, Milwaukee||",,"Geographically- or otherwise-isolated scholarly communities can benefit from closure that allows them to nurture and exploit their existing theories. Confrontations are necessary among theories representing different scholarly communities, however, for consistent creation of new theories. We use French Convention Theory as an example theory that, developed in relative isolation, can productively confront both economics-based and behaviorally-based North American organization theories and thereby create new theory. We discuss the benefits and implications of such theory confrontations.",french convention theory| institutional theory| theory confrontation
1710,Discourse|| Fields|| Social Construction,2|Language and the Evolution of New Academic Fields: The Case of Organization Studies,1|Thomas G. Cummings|U. of Southern California||2|Chailin Cummings|California State U. Long Beach||,,"Our study proposes that to succeed in science, a new academic fields knowledge is subject to two fundamental selection pressures, the need for scientific rationality and the need for novelty. In particular, we offer a linguistic account of how these selection pressures produce distinct communication patterns and trajectories. We propose that two types of language for communicating knowledge, concept-based language and image-based language, contribute to a new fields knowledge being seen as scientifically rational and novel by relevant scholars. We develop specific hypotheses linking language to the selection pressures operating in new academic fields and test them using historical data from organization studies, which evolved into a legitimate academic field over the last half of the twentieth century. Our findings largely support the hypotheses and add credence to the active role that language plays in legitimizing scientific knowledge and contributing to a new fields evolution.",academic field| academic field| organization studies
1710,Discourse|| Fields|| Social Construction,3|Who We Are and How We Got There: A Process Model of Organizational Field Formation,1|Lisa K. Hehenberger|IESE Business School||2|Johanna Mair|IESE Business School||,,"In this paper we examine the emergence and evolution of venture philanthropy in Europe. We use a longitudinal, real-time and in depth research design and apply multiple methods (discourse analysis, social network analysis, qualitative comparative analysis (QCA) and qualitative interpretation) to explore the early stages of field formation. To capture the mechanisms taking place prior to field settlement, we develop a process model. We argue that the interplay between central actors and sub-groups shapes processes of identity formation and explains multiplicity of actors and interests, important indicators of field formation.",organizational field| collective identity| venture philanthropy
1710,Discourse|| Fields|| Social Construction,4|The Institutional Dynamics of Performativity,1|Laure Cabantous|U. of Nottingham||2|Jean-Pascal Gond|HEC Montreal / Nottingham U.||,,"Reducing the academic-practitioner gaps is a central question for management scholars. Few scholars, however, address this question through empirical analyses of the relationships between the academic and business worlds over time.  In this paper, we begin this work. We present a longitudinal and field-level study of decision analysis  a subfield of management science aiming at helping managers to make better decisions. By describing the dynamics of both the academic and practitioner fields of decision analysis and the overlap between the two fields over 50 years, we identify some institutional and socio-material conditions of a theory influence on business practices.",institutional theory| performativity| rational choice theory
1711,,1|Searching for an Edge:  Competitive Moves and Temporary Advantage Across Two Markets,1|Eric L. Chen|Stanford U.||2|Riitta Katila|Stanford U.||3|Rory Morgan McDonald|Stanford U.||4|Kathleen M. Eisenhardt|Stanford U.||,,"In this paper, we examine competitive strategies firms use to achieve superior performance in markets in which advantage is temporary. We focus on the effects of different types of R&D and market competitive moves on performance in both established and new markets.  Employing a multiple-methods approach of 32 longitudinal runs of an experiential simulation and in-depth participant interviews, we find that frequent market moves are detrimental in established markets but improve performance in new markets. Further, frequent R&D moves improve performance in both markets: process R&D moves are important in established markets whereas prototyping and product development moves are significant in new markets.  Frequent market moves help firms learn about ambiguous new markets.  Our view on competitive moves extends perspectives on advantage to a new setting and incorporates such moves into the broader evolutionary theory framework.",competitive moves| r&d| product innovation
1711,,2|Relatedness and Market Exit,"1|Gwendolyn Kuo-fang Lee|INSEAD / UF||2|Timothy B Folta|Purdue U.||3|Marvin B Lieberman|U. of California, Los Angeles||",,"Researchers in corporate strategy have long argued that resource ""relatedness"" contributes to a firms competitive advantage. One implication is that entries made by a firm into businesses that are closely related to the firms existing businesses should have higher survival rates than entries by the firm into unrelated businesses. In contrast to this traditional view, we offer a distinct perspective in which relatedness increases a firms likelihood of abandoning new businesses. Using a sample of more than 1,200 market entries in the U.S. telecommunications sector during 1989-2003, we show that the rate of market exit increased with the relatedness of the new business to the firms existing businesses.",relatedness| entry exit| real option
1711,,3|Performance Implications of Exit Timing in Industry Divestiture Waves,1|Matthias F. Brauer|U. of St. Gallen||2|Thomas Stuessi|U. of St.Gallen||,,"Strategic management research has generated many valuable insights into how the timing of expansionary strategic actions such as market entry (through greenfields, acquisitions, or alliances) or product introduction influence firm performance. In contrast, we virtually lack any knowledge on how the timing of strategic actions which involve the shedding of resources, such as divestitures, affect firm performance. This paper thus aims at advancing our understanding of the importance of divestiture timing. Specifically, we analyze how the timing of a divestiture relative to industry peers in the context of an industry divestiture wave affects a sellers stockmarket returns. Our large-scale empirical analyses are conducted across eleven industries covering a total of 2478 divestitures during the time period from 1993 to 2007. Findings suggest that companies that divest ahead of industry peers at the outset of a divestiture wave and companies that bide their time and divest after industry divestiture activity has peaked outperform companies that divest at the peak of a wave. Surprisingly, late divestors in an industry divestiture wave generate even higher announcement returns than early divestors. A sellers financial performance is found to amplify the impact of divestiture timing on stockmarket returns in industry divestiture waves. The relatedness of the divested unit with the parent firm has no moderating influence on the relationship between divestiture timing and stockmarket returns.",divestiture| timing| industry wave
1711,,4|Stepping Stones to Firm Growth: Evidence from the Deregulated Railroad Industry,"1|Michael   Pettus|-||2|Yasemin Y Kor|U. of South Carolina||3|Joseph T. Mahoney|U. of Illinois, Urbana-Champaign||4|Steven C. Michael|U. of Illinois, Urbana-Champaign||",,"This paper examines and identifies alternative patterns and sequencing of growth and capability development strategies pursued by rival firms in a post-deregulation environment, and empirically tests performance consequences of competing strategic trajectories.  In developing our theoretical framework, we draw from the classic works of Ansoff (1957, 1965), Chandler (1962, 1977) and Penrose (1959, 1995).  We test our theory by examining alternative patterns and sequencing of scale and scope decisions made by the U.S. railroad companies during the period of 1980-2003 and how these strategic decisions impacted their financial performance.  The results indicate heterogeneity in the scale and scope-related choices made by firms after the deregulation, and demonstrate that all of the surviving firms followed a particular pathway similar to the theoretical prescriptions of Penrose, Chandler, and Ansoff.",resource-based| scale and scope| deregulation
1712,,"1|Asymmetry in Competitive Tension, Strategic Groups and Firm Performance",1|Chi-Hyon Lee|George Mason U.||2|Hun Lee|George Mason U.||,,"This study examines asymmetries in competitive tension at the firm-dyad and strategic group levels.  We propose hypotheses to explain how asymmetry in competitive tension with rivals from inside and outside a strategic group affects the focal firms performance and test these hypotheses in the prepackaged software industry. The results largely find that performance increases when the focal firm imposes less competitive tension on inside rivals. However, if outside rivals impose more competitive tension on the focal firm, performance increases when the focal firm imposes more competitive tension on inside rivals.  Our results provide evidence to explain and reconcile the mixed empirical findings of whether firms compete more with rivals from inside or outside a strategic group.  We shed further insights to the interplay among asymmetry in competitive tension, competitive behavior, and firm performance.",competitive tension| strategic groups| asymmetry
1712,,2|Responding to Rivals' Actions: Beyond Dyadic Conceptualization of Interfirm Rivalry,1|Kai-Yu Hsieh|National U. of Singapore||2|Ming-Jer Chen|U. of Virginia||,,"In ontrast to the dyadic-level investigation in competitive dynamics research, this paper examines a firm's interactions with multiple rivals.  We introduce the concept of ""concentration of rivals' actions,"" indicating how rivals' actions are distributed across rivals, time, and geographic space.  Notions of narrow framing and reference dependence are used for theorization.  Our results, based on event history analysis of 162 companies' expansionary moves, corroborate our prediction that higher concentration positively moderates a firm's increase in action rate resulting from its rivals' actions.  This paper sheds light on multi-company behavioral interdependence and explores a new theoretical foundation for competitive dynamics research.",interfirm rivalry| action and response| behavioral decision making
1712,,3|Managing product variety in a competitive environment: A study of consumer electronics retailing (WITHDRAWN),"1|Charlotte Ren|Purdue U., West Lafayette||2|Ye Hu|U. of Houston||3|Yu Jeffrey Hu|Purdue U., West Lafayette||4|Jerry Hausman|Massachusetts Institute of Technology||",,"Product variety is an important tool of strategic management firms can use to attract customers, respond to competition, and improve their performance. This study focuses on the retail industry and investigates how retail stores manage their product variety, contingent on the existence of competition and their distance from rivals. Using a unique data set that contains all the Best Buy and Circuit City stores in the United States, the authors find that a stores product variety (measured as the number of stock-keeping units) increases if a rival store also locates in the local geographic market. The variety decreases when the rival store is collocated (within one mile of the focal store). This observation may be due to the possible existence of coordinated interactions between collocated stores. Moreover, collocated rivals stores are more inclined to differentiate themselves by carrying fewer overlapping products than do pairs of distant rivals. In summary, this article presents evidence for the existence of both coordination and competition in the strategic use of product variety in retailing.",product variety| competition| collocation
1712,,4|Multimarket Contact and Performance under Imperfect Observability,1|Wei Guo|U. of Maryland - College Park||2|Curt   Grimm|U. of Maryland||,,"The mutual forbearance hypothesis states that when the same competitors meet in multiple markets, mutual forbearance is achieved and rivalry intensity is diminished.  Our study highlights how the structure of a firms market and how the characteristics of a firms multimarket rivals impact the effect of multimarket contact on mutual forbearance and firm profitability.  Specifically, we develop and test a theory to explain how the size of the competitive fringe, the number of multimarket rivals, the similarity between focal firm and its multimarket rivals market scope, rivals market leader status, and rivals financial situation affect the impact of multimarket contact on mutual forbearance and profitability.  We tested our hypotheses with a sample of 4,467 firms across 965 4-digits SIC segments and report strong support for most of our hypotheses.",multimarket contact| structure-conduct-performance| observability
1713,,1|The Power of Imperfect Imitation,1|Jeho Lee|KAIST||2|Hart E. Posen|U. of Michigan||3|Sangyoon Yi|U. of Michigan||,,"We examine the power and limitations of imitation under various conditions of bounded rationality. Naive intuition might suggest that the performance of imperfect (boundedly rational) imitation will be somewhat less than that which may be garnered by perfect (fully rational) imitation of market leaders. Employing a computational model, we find that imperfect imitation can generate unexpectedly good outcomes - indeed better than the outcomes achieved if firms were perfect imitators. This finding recasts the role of imitation in the strategy literature. It has been typically portrayed as the second-best strategy (relative to innovation) by which a follower may at best catch up with the market leader. Our work recasts boundedly rational imitation as a strategy that gives rise to the possibility of surpassing the leader. In this sense, imperfect imitation is, under suitable conditions, a good substitute for innovation. Moreover, at the industry (population) level, imperfect imitation increases the average performance of all firms in the industry relative to that which can be achieved if firms were perfect imitators. In this sense, bounded rationality serves to enhance the efficacy of imitation.",imitation| bounded rationality| industry evolution
1713,,2|(Dynamic) Capabilities that Change the Game: Insights from Simulated Evolving Competition,1|Richard J Arend|U. of Missouri - Kansas City||2|Moren Levesque|York U.||,,"One of the reasons for the perception of increasingly dynamic competitive environments is the growing ability of firms and their rivals to change the rules of the game. These rivalries involving game changing capabilities (GCCs) are the focus of our simulation-based analysis that we use to identify basic drivers of performance in competitions where rivals hold a range of such dynamic capabilities. The results highlight two concerns: (1) the conditionality of performance for any GCC-holding firm [e.g., where such performance is significantly affected by the structure of the game that is changed]; and, (2) the conditionality of the industrys overall competitive outcome [i.e., the simulated evolutions do not end up with states that are predicted by either the dynamic capabilities view or by the hypercompetition model].",dynamic capabilities| game| simulation
1713,,3|Industry Evolution and the Sustainability of Advantage in Conditions of Macroeconomic Turbulence,1|Roberto Vassolo|Austral U.||2|Javier Garcia Sanchez|IAE Business School - Austral U.||3|Luiz F. Mesquita|Arizona State U. / Insper||,,"We model how macroeconomic turbulence affects industry dynamics. We conjecture that under volatility industries evolve more concentrated in the long-run, as mortality affects laggards of technology-diffusion and learning-curves. Moreover, prices more than recover an initial crash, and stabilize at higher-level equilibrium in the long-run, as incumbents exert greater market-power. As a result, greater levels of profitability and economic performance obtain. We develop a Markov model to simulate the evolutionary trajectories of industry concentration, price, and average economic-performance, and provide numerical solutions through multiple simulation runs. We derive implications for theory and the strategy of firms in todays global recession-stricken environment",industry evolution| economic turbulence| schumpeterian competition
1713,,4|Developing Dynamic Capabilities through Learning: The Case of Management Innovation,1|Markus Menz|U. of St. Gallen||,,"Following recent calls to study the accumulation of dynamic capabilities, we analyze how multibusiness firms develop management innovation capability at the corporate level. Particularly, we develop and test a model wherein deliberate learning, consisting of knowledge articulation and codification, mediates the relationship between management innovation activity and management innovation performance. Further, we suggest that the effectiveness of capability development is contingent upon a firms environment. Results from a sample of 139 European firms provide evidence for the former, however, only partially support the latter. The case of management innovation contributes to understanding the importance of task-specificity and environmental dynamism for developing dynamic capabilities through deliberate learning.",management innovation| management innovation learning process| dynamic capabilities
1714,,1|Spatial Positioning with Heterogeneous Rivals: Evidence from the Chinese Satellite TV Industry,"1|Richard Wang|U. of California, Berkeley||",,"This paper tests positioning theory between rivals in a media industry. Recent research in spatial economics predicts that distances between rivals are influenced by interactions of external market environment and heterogeneity between rivals. By exploiting a natural experiment involving a government policy change in the Chinese satellite television industry, I analyze dynamic product positioning activities of 30 provincial government-owned satellite television channels with respect to the resource-rich, central government-owned channel. Empirical evidence is consistent with theory predictions. Furthermore, the findings in this study suggest that modern state-owned enterprises behave strategically by responding to market environment as well as to rivalry.",strategic positioning| differentiation| state-owned enterprise
1714,,2|Strategic Positioning and Strategic Stability: Does It Matter to Performance?,1|Walter Pereira Formosinho Filho|Pontificial Catholic U. of Rio de Janeiro||2|Jorge Ferreira da Silva|Pontificial Catholic U. of Rio de Janeiro||3|Jorge M. T. Carneiro|Pontificial Catholic U. of Rio de Janeiro||,,"This study investigates whether oil multinational oil companies (MNCs) have adopted distinct strategic positioning and whether strategic positioning and firm performance are related. Cluster analysis of 50 firms identified 10 strategic types. Although no statistically significant differences were found in expected future performance on an annual basis, there were statistically significant differences in past performance between strategic types in five out of the eight years (2000  2007) of the study. Also, averaged over the entire period, some strategic types presented higher expected future performance and some achieved higher past performance. Moreover, stability in strategic positioning  that is, keeping the same strategic positioning for a longer period of time  also was associated with better performance.",strategic positioning| oil industry| performance
1714,,3|Positioning on a Multi-Attribute Landscape,1|Ron Adner|Dartmouth College||2|Felipe A. Csaszar|INSEAD||3|Peter Zemsky|INSEAD||,,"Understanding positioning is a central concern for strategy.  We offer a rich, but tractable, formalization of competitive positioning that is explicit not only about interactions among firms' policy choices, but also about how the existence of multiple attributes along which firms can create value for consumers impacts the success of policy choices in the face of competition.  On the supply side, our theory incorporates multiple organizational design choices; on the demand side, we incorporate heterogeneous buyers with preferences over multiple product attributes.  Critical parameters are the extent of trade-offs firms face in setting attribute levels and the degree of interactions among organizational design decisions.  We use a value-based approach to characterize competitive interactions in the marketplace.  Our focus is on the choice of positions by firms and the extent to which different industries support heterogeneity in positions.  In contrast to classic arguments by Porter, we find that increasing the extent of trade-offs can increase the number of viable competitive positions that can be occupied in an industry, and thereby reduce the need for choice.  In contrast to prior work on NK models of rugged landscapes, we find that increases in policy interdependencies  among design decisions (i.e., increases in K) can decrease the number of viable competitive positions, and thereby reduce heterogeneity in competitive positions in an industry.",competitive positioning| value-based strategy| nk landscape
1714,,4|The Profitability Dynamics of Indian Firms,"1|Arnab Bhattacharjee|U. of St Andrews||2|Sumit Majumdar|U. of Texas, Dallas||",,"We assess the relative importance of firm and industry effects on corporate profitability in India for a sixteen year period and evaluate the changing balance between these effects as a regime of control and regulation, pre 1985, gave way to partial liberalization between 1985 and 1991 and to more decisive liberalization after 1991. We test the significance of the variance components, the differences between them and their changes over time. We find that firm effects are significant in all periods, when rent seeking opportunities proliferated, as well as when the scope for strategic decisions increased under competition brought about by institutional change. These effects become more pronounced over time. While the industry effect does statistically matter, in general, it is significantly large in the period after comprehensive liberalization, relative to other periods, suggesting that industry choice also matters within competitive markets for firms to enjoy above average profitability.",firm and industry effects| institutional change| profitability
1716,,1|Strong Recipes/Weak Ingredients: Human Capital Bricolage and Competing with Limited Advantages,1|Ted Baker|North Carolina State U.||2|Tim Pollock|Pennsylvania State U.||3|Harry J Sapienza|U. of Minnesota||,,"This paper investigates human capital bricolage as a process through which resource constrained firms may effectively decouple resources from performance and create series of temporary advantages in competition against richer rivals. Unlike the permissive environments in which other forms of bricolage thrive, human capital bricolage is more likely to create value in highly competitive and low discretion environments. We theorize both the conditions and the managerial practices that support successful human capital bricolage. Our results help point toward a way of filling some longstanding gaps in resource-based theories of firm performance.",bricolage| human capital| resource based theory
1716,,2|Betting on the Underdog: Bricolage as an Engine of Resource Advantage,1|Paul Richard Steffens|Queensland U. of Technology||2|Ted Baker|North Carolina State U.||3|Julienne Marie Senyard|Queensland U. of Technology||,,"Resource-based theory posits that firms achieve high performance by controlling resources that are rare, valuable and costly for others to duplicate or work around. Yet scholars have been less successful understanding processes and behaviours by which firms develop such resources. We draw on the behavioral theory of bricolage from the entrepreneurship literature to suggest one such mechanism by which firms may develop such resource-based advantages. The core of our argument is that idiosyncratic bundling processes synonymous with bricolage behavior may create advantageous resource positions by (i) allowing resource constrained firms to allocate more of their limited resources to activities that they view as more strategically important, and (ii) increasing the difficulties other firms face in trying to imitate these advantages. Based on this reasoning we develop several hypotheses which we test in the context of several samples from a large, longitudinal, Australian study of new firm development. The results support our arguments that bricolage will improve a firms overall resource positions while generating more areas of strong resource advantage and fewer areas of strong resource disadvantage.  We find little support, however, for our arguments that bricolage will make a firms key resource advantages more difficult for other firms to imitate. We find some support for our argument that the role of bricolage in creating resource advantages will be enhanced by the quality of the opportunity with which a firm is engaged.",rbv| bricolage| resources
1716,,3|College Football Recruiting:  A Test of Factor Market Competition Theory,1|Scott Soltis|U. of Kentucky||2|Chris Sterling|U. of Kentucky||3|Stephen Borgatti|U. of Kentucky||4|Walter J Ferrier|U. of Kentucky||,,"Using a dataset of competition for high school recruits among National Collegiate Athletic Association (NCAA) football programs, we test various aspects of a prevalent type of factor market competition between organizations: the competition for human resources.  Our study represents an early attempt at a greater empirical understanding of factor market competition by testing many of the assumptions that drive the literature and propositions laid out in previous work.",factor markets| social network analysis
1716,,4|Explaining Resource Trading: How Bilateral Lack of Information Sustains Trade in Factor Markets,1|Michael Christensen|U. of Southern Denmark||2|Thorbjoern Knudsen|U. of Southern Denmark||3|Nils Stieglitz|U. of Southern Denmark||,,"Prior research has not systematically analyzed how bilateral lack of information impacts the dynamics and benefits of resource trading. In order to fill this gap in our knowledge, we examine how sellers and buyers gain information about resource value and how they utilize this information in resource trading. Specifically, we develop a modeling structure that considers how economic agents learn to evaluate the value of resources. We analyze resources with generic and with idiosyncratic features. In addition, we consider how resource scarcity impacts learning and resource trading. Our results allow us to develop a set of propositions that explain observed patterns of mergers and acquisitions, including the rather puzzling fact that idiosyncratic resources are traded on a massive scale in the modern economy.",lemon problem| bilateral lack of information| strategic factor markets
1717,,"1|The Effects of Dynamic Capability Deployment Speed, Frequency and Timing on Evolutionary Fitness","1|Ralf Wilden|U. of Technology, Sydney||",,"A common view amongst strategy researchers is that dynamic capabilities can be the source of superior performance; however, only limited research examines how precisely dynamic capabilities affect firm performance. This paper extends research on dynamic capabilities by presenting a framework explaining more explicitly the intricacies of the dynamic capability deploymentperformance relationship. We argue that the organizational resource base mediates the dynamic capability deploymentperformance relationship. We investigate how attributes of dynamic capability deployment (i.e., timing, frequency and speed) influence the resource base and how both the quality of dynamic capabilities and environmental turbulence moderate this relationship. We test the proposed framework using survey data from 228 large organizations.",dynamic capability| performance| environmental turbulence
1717,,2|Dynamic Capabilities in the Service-Dominant Logic of Marketing: An Examination of Charles Schwab,1|Yany Gregoire|Washington State U.||2|John Hulland|U. of Pittsburgh||3|Jeff Radighieri|Washington State U.||4|Sanjay R. Sisodiya|U. of Idaho||,,"This article investigates the process that leads an organization to successfully transform its resources in the context of the service-dominant logic. We adopt a resource-based view of the firm, and extend this perspective in two ways: (1) we incorporate the notion of dynamic capabilities and its component facets  absorptive and architectural capabilities  as vital change agents, and (2) we incorporate strategic flexibility advantage as a third component of relative competitive advantage along with the established cost and customer value advantages. We provide an illustration of our proposed conceptual framework using a longitudinal case study of Charles Schwab across 17 years.",resource based view| dynamic capabilities| service dominant logic
1717,,3|Where Do Client-Specific Scope Economies Come From? A Revealed Preference Analysis,1|Olivier Chatain|U. of Pennsylvania||,,"Cross-selling -- selling multiple products or services to a buyer -- is a common practice in business-to-business markets. It can createvalue thanks to client-specific economies of scope. In this paper, I exploit the preferences revealed by the configuration of buyer-supplier relationships to investigate the nature of client-specific economies of scope. I use data from the UK corporate legal market to estimate the relative importance of cost, product line expertise and client-specific scope economies in value creation.The results point to two sources of increasing returns that underpin client-specific economies of scope in this setting. First, I find evidence of a large opportunity cost of terminating a buyer-supplier relationship, suggesting the existence of a significant fixed cost of creating a relationship. Second, although there is evidence of negative spillovers between product lines, the negative spillovers appear to dissipate as supplier scope increases, thereby justifying broader supplier scope.Methodologically, this paper contributes to bridging the gap between value-based models of strategy and empirical applications. The necessary conditions underlying the estimation stem directly from this class of models and the estimates can therefore be used for out-of-sample analyses.",value-based strategy| client-specific scope economies| buyer-supplier relationships
1717,,"4|Means, Extremes and the Resource Curse",1|Fabrice L. Cavarretta|ESSEC Business School||2|Nathan Furr|Brigham Young U.||,,"Extreme outcomes, exemplified by firms such Google, Enron or Microsoft, are of great interest to many but are often under-theorized. We explore how extreme outcomes may differ theoretically from effects at the mean and empirically apply this concept to two canonical resource factors of nascent firms: equity and number of founders. We test our predictions using data from the Kaufman Firm Survey and find that these resources do indeed increase extreme outcomes in normatively opposite directionssimultaneously beneficial and detrimentalhinting at a resource curse effect in entrepreneurial contexts which would not be deduced if only considering mean effects.",performance| resources| risk
1726,,1|Racing for the Market: A Study of the Factors Affecting Resource Preempting Ability of Pioneers,1|Carmelo Cennamo|Bocconi U.||,,"Network markets are often characterized by technological battles, where firms race for the market by striving to secure critical assets  such as complementary products and user installed base  faster, and in a greater amount than rivals. In this article, we examine how technology characteristics, market evolution and firm-level capabilities affect the ability of a pioneer of a new technology generation to acquire more complementary resources over time. We examine these dynamics in the U.S. video game industry and find that greater technology continuity between two generations, and rapid market growth for the new technological generation, hinder a pioneers resource preemption ability. However, such ability increases when the pioneer develops capabilities for producing internally some of the required complementary resources, and for harnessing a larger number of external providers of such resources",first-mover advantage| technological battles| network effects
1726,,2|Business Model Transformation: Towards a Research Agenda,1|Margarete B.S. Kalinowski|ESADE||2|Luis Vives|ESADE||,,"Despite the growing interest in business models, a clear consensus on what they are is still to emerge. We advance our understanding by reviewing the extant literature, proposing three distinct perspectives that help to shed light on what a business model is. We further explore how business models evolve over time, and propose a conceptual framework that discusses what drives business model transformation. We finish the paper by proposing fruitful areas for further research.",business model| transformation| research agenda
1726,,3|Fairness and Value Creation: Towards Realistic Microfoundations for the Resource-Based View,1|Anouar El Haji|U. of Amsterdam||2|J.W. Stoelhorst|U. of Amsterdam||,,...,resource-based view| microfoundations| fairness
1726,,4|The Micro-Foundations of Performance in Vertical Relationships,1|Ranjay Gulati|Harvard U.||2|Venkat Kuppuswamy|Harvard Business School||,,"The literature on firm boundaries has recently begun to examine the performance consequences of such choices. However, the work to date has focused on examining the effects of hierarchy on overall transaction performance, and has been met with mixed results. We address these inconsistent findings by examining transaction performance at a more micro-level. Specifically, we examine the separate effects that hierarchy has on the level of cooperation and coordination realized in a vertical relationship, under different conditions. We find that the hierarchy effects cooperation and coordination in distinct ways and that trade-offs may have to be made in selecting optimal governance forms for vertical relationships.",vertical integration| firm boundaries| performance
1730,,"1|Failed Hostile Takeovers, CEO Career Stage & Changes in Investment Behavior","1|Mariano L.M. Heyden|Rotterdam School of Management, Erasmus U.||2|Nikolaos Kavadis|RSM Erasmus U.||3|Qiomy Neuman|Rotterdam School of Management, Erasmus U.||",,"Hostile takeovers serve as external governance mechanisms that signal managerial failure and target firm underperformance to the market. CEOs of these firms are often singled out and stigmatized as bad CEOs and experience differential prospect losses depending on the stage in their career life cycle. In this study we look at how CEO-tenure influences changes in the temporal dimension of investment behavior of target CEOs that retain their jobs in the wake of an object aimed at disciplining them such as a hostile takeover. Our results based on matched-pair event study of 71 failed takeover attempts from 1995-2006 indicate an inverted U-shape relation between target CEO tenure and changes in their investment horizon. We conclude that the role of career prospects inherent in the stage of the CEO life cycle is important for understanding CEO behavior when events aimed at correcting their managerial failure, fail.",failed hostile takeovers| ceo tenure| investment behavior
1730,,2|The Contrasting Demands of Acquisitive and Organic Growth: The Role of the Top Management Team,"1|Mario Schijven|Texas A&M U.||2|Anna Nadolska|RSM Erasmus U.||3|Harry G. Barkema|Rotterdam School of Management, Erasmus U.||",,"Integrating theory on strategic decision making, upper echelons, and learning, we study how top management teams (TMTs) influence the effectiveness with which their firms engage in acquisitive and organic growth. First, we theorize about how these two types of growth differ in terms of their performance implications over extended periods of time. Subsequently, we posit that acquisitive and organic growth contrast sharply in terms of the TMT composition that is conducive to their success. Finally, we argue that the potential benefits of TMT heterogeneity (creativity and distant search) and homogeneity (efficiency and local search) can only be effectively unlocked if the TMT possesses shared experience with the task at hand (i.e., acquisitive or organic growth). We test our theory using panel data on firms in a variety of industries undertaking almost 1600 acquisitions and 500 startups over a period of four decades (1966-2005).",firm growth| firm performance| top management team
1730,,3|What Were They Thinking? Post-acquisition Announcement Changes to CEOs Equity-based Holdings,"1|Cynthia E. Devers|Tulane U.||2|Gerry McNamara|Michigan State U.||3|Michele E. Yoder|U. of Wisconsin-Madison||4|Jerayr M Haleblian|U. of California, Riverside||",,"The question of whether or not CEOs believe that their acquisitions will generate shareholder value has intrigued scholars for decades.  In this study, we addressed this question by exploring whether and how CEOs and directors adjust CEO equity-based holdings following acquisition announcements.   Our results suggest that CEOs and directors appear to lack confidence in the shareholder value-creating potential of their acquisitions and, thus, adjust CEO equity-based holdings accordingly.  We explore possible explanations for our findings and offer recommendations for future research aimed at developing a more comprehensive theoretical and empirical understanding of CEO acquisition behavior.",acquisitions| executive compensation| risk
1730,,4|Premium for Flexibility in Equity Share Purchases:A Real Options Perspective,"1|Akie Iriyama|U. at Buffalo, SUNY||2|Ravi Madhavan|U. of Pittsburgh||3|Yong Li|U. at Buffalo, SUNY||",,"Extant research on corporate acquisitions, from an organization economics perspective, has emphasized the control premium, i.e. the premium paid by a bidder to obtain a large fraction of target equity shares. However, real options theory suggests that the economic value of acquisition may reside in flexible investments, i.e. in purchasing a smaller, rather than larger, fraction of the target equity shares. Using data on 3900 U.S. acquisition deals from 1986 to 2008, this study reveals that, consistent with real options theory, uncertainty and irreversibility inversely moderate the positive relationship between acquisition premium and fraction of acquired target equity shares. This finding contributes to the literature on acquisition premium/valuation and ownership structure by incorporating the value of flexible investments.",flexibility| real options| acquisition premium
1731,,"1|Top Management Team Heterogeneity and Tenure, Dominant Logic, and Diversification Performance",1|Daniel Arturo Cernas Ortiz|U. of North Texas||,,"This study addresses the dominant logic and its influence on the performance of related and unrelated diversified firms. While a strong dominant logic can influence positively the performance of related diversified firms, it can negatively affect the performance of unrelated diversified firms. Top management team demographic heterogeneity is assumed to influence the strength of the dominant logic. Thus, the performances of related and unrelated diversified firms are differently influenced by the top management team heterogeneity that is associated with a wide array of alternative perspectives and cognitive conflict that can challenge dominant mental maps used in strategic decision making. While functional background, age, education level, and industry experience heterogeneity are expected to negatively influence the related diversified firms performance, they are expected to positively influence the unrelated diversified firms performance. Top management team tenure moderates these effects as heterogeneous and young teams may not fully realize the benefits of their demographic differences.",dominant logic| top management team| diversification
