s_id,s_search,p_title,p_author,p_award,p_abstract,p_search
1613,mutual governance|| systemic CSR|| international CSR,3|Building International CSR on Solid Foundations: Locational Aspects of Nonmarket Environments,1|Rafael Lucea|George Washington U.||,,"Multinational companies (MNCs) corporate social responsibility (CSR) programs frequently comprise a portfolio of disconnected country-level programs or, alternatively, consist of blanket corporate policies that apply in the same way across the geographies where the company operates. Yet, the international nonmarket environment that CSR programs try to respond to is neither a completely fragmented nor a perfectly homogeneous one. Building on the notion of stakeholder-issue-networks, we develop a conceptual model that explicitly takes into consideration the role of geography in the characterization of a firms nonmarket environment. This allows us to develop a taxonomy of nonmarket environments on the basis of their geographic spread and their degree of cross-border connectedness. We then explore the strategic and organizational implications that different ideal types of (cross-border) nonmarket environments have for the development of international CSR policies.",csr| international strategy| issue networks
1614,identity|| social entrepreneurs|| stakeholder politics,"1|Leadership, Social Responsibility, and Projected Identity: The Ben & Jerrys Story",1|Julie Bayle-Cordier|Audencia Management School||2|Philip H. Mirvis|Center for Corporate Citizenship||3|Bertrand Moingeon|HEC Paris||,,"Relatively small, entrepreneurial sized firms with a Socially Responsible Organizational Identity (SROI) are being acquired by large multinationals.  Based on a longitudinal case study of the acquisition of Ben & Jerrys by Unilever, this paper examines how a firms projected identity is affected over time and particularly by a major organizational event such as an acquisition. This framing encompasses, in this case, shifts in leadership discourse as the company transitioned from its founding era to professional management through to its acquisition, subsequent integration into a parent company, and the aftermath.  This longitudinal frame helps to uncover the changing nature and drivers of a firms SROI through a specific focus on how its leaders presented its mission and values to the workforce and to the public. Key findings reveal that while Ben & Jerrys projected identity endures over time and through the Unilever acquisition in that the three part mission remains a pillar of the firms identity, what does change is the way various leaders interpret and make their own this three part mission, thus supporting the idea that organizational identity can display both stability and change. Findings reveal that the relationship between a normative versus utilitarian organizational identity is best conceived as dialectical with both impulses continuously at play.  Finally, this study highlights how personal and situational factors shape the projected identity of a firm.",organizational identity| leadership| corporate social responsibility
1614,identity|| social entrepreneurs|| stakeholder politics,2|A Paradoxical Leadership Model for Social Entrepreneurs,1|Wendy K. Smith|U. of Delaware||2|Marya Hill-Popper Besharov|Cornell U.||3|Anke K. Wessels|Cornell U.||4|Michael Chertok|Digital Divide Data||,,"Social enterprises offer the promise of financially sustainable organizations that can respond to the worlds most pressing problems. Yet for social enterprises to succeed, their leaders must effectively manage conflicting demands that arise from dual commitments to improving social welfare and achieving commercial viability. While existing research highlights distinct skills for managing social missions or business competencies, we draw on paradox research to build theory about the challenges and associated skills for effectively engaging the tensions emerging from their juxtaposition. We then use two exemplary settings, in the field and in the classroom, to illustrate tools for developing these skills. Integrating these challenges, skills, and pedagogical tools, we propose a paradoxical leadership model for social entrepreneurs.",social enterprise| leadership development| paradox
1614,identity|| social entrepreneurs|| stakeholder politics,3|Formalizing Informality: The Stakeholder Politics of Clawbacks,1|Ryan Burg|National Research U.||,,"Stakeholder management focuses on mutualism and competition within cohorts of stakeholders, but conflicts also occur between stakeholders who are connected to a firm at different times. This paper describes the process through which inter-cohort stakeholder conflicts arise: unobserved behavior leads to inaccurate valuations of organizational activities and earlier stakeholders benefit at the expense of later cohorts. Latency in the observation of impropriety motivates dysfunction by compensating actions that are inconsistent with the long-term interests of the firm or its stakeholders. One solution is to accept that historical calculations of risk and reward will often be inaccurate, and to settle accounts later by taking back ill-gotten gains. This is the practical spirit of the legal innovation known as clawbacks, found in bankruptcy proceedings and in compensation contracts. Relying upon these innovations to theorize an alternative system of governance, this paper considers how an economy of traceable currency could facilitate reclamation and accountability to alleviate inter-cohort tensions between stakeholders. The proposed ETHO$ economy formalizes the informal practices of responsible procurement and conscientious consumption into a new set of institutional arrangements that rationalize property within the firm. Most importantly, under these arrangements the incentives for excessive risk are moderated by a scheme of personal accountability and network governance.",clawbacks| stakeholders| property rights
1615,wine industry|| climate change,1|Where now for fair trade,1|Iain Andrew Davies|U. of Bath||2|Bob Doherty|Liverpool Hope U.||,,"This paper critically examines the discourse surrounding fair trade mainstreaming, and discusses the potential avenues for the future of the social movement. The authors have a unique insight into the fair trade market having a combined experience of over 30 years in practice and 15 as fair trade scholars. The paper highlights a number of benefits of mainstreaming, not least the continued growth of the global fair trade market (tipped to top $6 billion in 2011). However the paper also highlights the negative consequences of mainstreaming on the long term viability of fair trade as a credible ethical standard.",fair trade| social movement theory| co-optation
1615,wine industry|| climate change,2|A perspective on climate change: Exploratory insights from the Australian wine industry,1|Jeremy Galbreath|Curtin U. of Technology||,,"This study explores the relevancy of the climate change issue using a sample of wine firms operating in Margaret River, Western Australia, one of the premier wine regions of the world. Using a qualitative approach based on thematic analysis, the results challenge the extent to which climate change is a salient stakeholder, while demonstrating that the phenomenon may, in fact, be beneficial. Response challenges are many; however, counter to much current literature, neither regulatory nor other institutional pressures are among the dominant challenges. The dominant theme that emerged is one that is market-based, where firms either engage in or refrain from responding to climate change based on economic merits. Lastly, firms engage in a broad set of actions that mitigate and adapt to climate change, although differences in their level of response appear to be attributable to the mix of normative and instrumental trade-offs. Implications of the findings are discussed and future research directions put forth.",climate change| qualitative| stakeholder theory
1615,wine industry|| climate change,"3|Sweatshops, information asymmetry and signaling strategies",1|Minh Nhien Thi PHAM|U. of Lausanne||,,"This paper examines the sweatshop problem which persists in many developing countries, in spite of the increased scrutiny that has developed on this topic over the last decade and in spite of the reputational risks multinationals involved in sweatshop production conditions face. The paper analyzes sweatshops as a lemon problem multinationals are facing when trying to select suppliers who do not use sweatshops. Those multinational corporations engage against bad working conditions in their supply chains cannot efficiently determine who, among their suppliers, are lying about their sweatshop practices, multinationals end up rewarding all the supplier companies the same, which is to the advantage of cheaters. Lying about true practices, supplier dishonesty against multinational brands effort to control working conditions in global supply therefore, becomes pervasive. Solving this problem requires that suppliers find effective ways of differentiating and signaling quality of their internal processes to multinationals. The paper provides ideas about how successful signaling strategies can be developed in that context.",sweatshop| codes of conduct| factory audit
1626,Job Satisfaction|| Human Resources|| Commitment,1|Emotional Exhaustion and its Consequences among Nurses in India and China,"1|Saifuddin Khan|Qurtuba U., Pakistan||2|Vishwanath V. Baba|McMaster U.||3|Louise Tourigny|U. of Wisconsin, Whitewater||",,"We explore the impact of emotional exhaustion on job performance, job satisfaction, and depression in two collectivist societies. Specifically, we investigate the role of organizational commitment as a mediator and as a moderator of the relationship between emotional exhaustion and its consequences. Data were collected from 683 nurses in India and 451 nurses in China. Emotional exhaustion exerted significant direct influence on all criterion variables beyond the impact of age and marital status for both the samples. Results in general support the mediation hypothesis for both samples. Commitment was also found to moderate the relationship between emotional exhaustion, job satisfaction and depression among Chinese nurses but not among Indian nurses. The results seem to suggest differential context effects between India and China in the etiology of emotional exhaustion.More broadly, the findings endorse  differences within collectivist cultures. Implications of the findings for future research are discussed.",emotional exhaustion| india - china comparison| nurses
1626,Job Satisfaction|| Human Resources|| Commitment,2|Effects of a Process Improvement Project on Nurses Well-Being; a Two Wave Study in a Dutch Hospital,1|Tessa Bracke|Radboud U. Nijmegen||2|Roel Schouteten|Radboud U. Nijmegen||3|Paul Ligthart|Radboud U. Nijmegen||,,"The purpose of this study was to investigate the longitudinal effects of a process improvement intervention on nurses well-being in a Dutch hospital. Based on the Job Demands-Resources model, the effect of the intervention was tested on job demands, job resources and nurses burnout and work engagement.  A total of one-hundred-and-five nurses in four wards (two experimental samples that introduced a process improvement system during the research period, and two control samples) participated in the first measurement. Of those, seventy six also participated in the post measurement after the intervention. Repeated measures analyses and one-way ANOVA analyses showed no significant changes in the job demands and resources after the intervention. Multiple regression analyses revealed that the job resources are the most important predictors of burnout and work engagement. These results suggest that aiming to improve nurses well-being can best be geared towards increasing job resources.",nurses| work engagement| burnout
1626,Job Satisfaction|| Human Resources|| Commitment,"3|Nurse perceptions of the impact of demands and resources on wellbeing, satisfaction and commitment",1|John J. Rodwell|Australian Catholic U.||2|Louise Munro|Australian Catholic U.||,1|HCM Division Best International Paper Award Nominee||,"This paper explores the relationship between three types of organizational resources (job control, social support and organizational justice) and the impact of job demands on nurse's health and attitudes towards their work. This study was conducted with 274 nursing staff, of which 55% were midwives. Cross-sectional data were analysed using the full Job Strain Model (Karasek & Theorell, 1990) with the addition of organizational justice variables. Multiple regression analyses were used to explore the relationships between job control, job demands, three sources of social support, and four sources of organizational justice on wellbeing and organizational attitudes (job satisfaction and organizational commitment). The overall regression models explained a significant amount of variance in wellbeing, job satisfaction and organizational commitment. Significant main effects were evident for support variables and organizational justice variables on wellbeing and job satisfaction.  Interactions between job control and supervisor support and between job demands and supervisor support were evident for job satisfaction. Supervisor support and organizational justice have significant relationships with nurses' wellbeing and job satisfaction. These findings provide hospital management with empirical support for the development and delivery of the organizations resources for nursing staff.",nurse| resources| wellbeing
1626,Job Satisfaction|| Human Resources|| Commitment,4|Taking control: An exploration of control based HRM practices in Australian hospitals,1|Ju Li Ng|U. of New South Wales||2|Julie Ann Cogin|Australian School of Business||3|Ilro Lee|Australian School of Business||,,"Over the last two decades there has been global debate about the future of healthcare systems and uncertainty in regard to how health reform should be undertaken. In many countries healthcare reform has concentrated on structural change, cost containment, the introduction of market mechanisms and consumer choice. Despite efforts from policy makers, politicians and communities, healthcare systems are substantially unaltered. In this paper we argue that research and developments in business and human resource management (HRM) have not been transferred to the healthcare sector, despite the widely held belief that management matters in delivering quality healthcare outcomes. The key lesson from the HRM literature is that investing in developing and maintaining effective HRM builds a well-motivated and appropriately skilled workforce that makes significant and measurable positive contributions to organizational performance. In the same way, the approach taken to manage human resources in healthcare could be a facilitator (or major constraint) to achieving the objectives of health sector reform. We draw on HRM control theory to examine current practice in hospitals because research consistently suggests that the health sector adopts a control orientation to people management and there is a need to understand existing practice before recommendations for change can be made. We employ multilevel and grounded theory approach to explicate the complexities of the various forms of control and HRM climate. Our findings reveal major themes elucidating not only the forms of control adopted in hospitals but the specific conditions in which these controls are used. Results also highlight how forms of control employed in hospitals influence the climate and strength of the HRM system and perceptions of HRM professionals. This study provides important implications for healthcare managers, policy makers, HRM professionals, researchers and those responsible for change management in the health sector.",healthcare management| human resource management| control
1627,Organizational Learning|| Research Methods|| Adverse Events,1|Disruptive Institutional Work: An Analysis of NHS Inquiries,"1|Andrea Herepath|Cardiff Business School, UK||2|Martin Kitchener|Cardiff U.||",,"This paper offers a conceptual elaboration of the disruption mode of institutional work in healthcare through an empirical case study of public inquiries into iconic scandals in the English National Health Service (NHS). We elucidate and apply a new analytical framework for the study of the disruption mode of institutional work that builds upon Lawrence and Suddaby (2006) and Battilana et al., (2009) by combining elements from the work of Scott (1995) and Green (2004). Our application of this approach frames a structured comparison of the entrepreneur and disrupter modes using analytical dimensions including: field characteristics, actors social position, the mechanisms underpinning the faming of institutional change, and the nature of the change outcome.",institutional work| healthcare| theory elaboration
1627,Organizational Learning|| Research Methods|| Adverse Events,2|Development of a Short-Form Learning Organization Survey: The LOS-27,1|Sara J. Singer|Harvard U.||2|Scott C Moore|Dept of Veterans Affairs||3|Mark Meterko|VA Boston Healthcare System||4|Sandra Williams|Dept of Veterans Affairs||,,"Despite urgent need for innovation, adaptation, and change in healthcare, few tools enable researchers or practitioners to assess the extent to which healthcare facilities perform as learning organizations or the effects of initiatives that require learning.  Our study objective was to develop and test a short-form Learning Organization Survey to fill this gap.  We applied exploratory factor analysis (EFA) and confirmatory factor analysis (CFA) to data from Veterans Health Administration (VHA) personnel to derive a short-form survey and then conducted further CFA and factor invariance testing on additional VHA data to evaluate the short form. Results  suggest that a 27-item, seven-factor survey (two environmental factors, one on leadership, and four on concrete learning processes and practices) reliably measures key features of organizational learning, allowing researchers to evaluate theoretical propositions about organizational learning, its antecedents, and outcomes and enabling managers to assess and enhance organizations learning capabilities and performance.",organizational learning| psychometric analysis| survey
1627,Organizational Learning|| Research Methods|| Adverse Events,3|Corrective Organizational Action in Response to Adverse Events at an Academic Medical Center,1|Lucy MacPhail|New York U.||,1|HCM Division Best Paper Award Nominee||2|Winner of HCM Division Best Paper Award||,"This paper explores the planning and implementation of corrective action in response to identified adverse events at a large high-performing teaching hospital. A mixed methodological approach that combined interviews with clinical and administrative actors and statistical analysis of 405 non-routine adverse events that occurred at the hospital over a 30-month period was employed to identify factors associated with corrective action prescription and completion. Analysis of qualitative and quantitative data indicated that corrective action planning and implementation in response to adverse events were shaped by institutional influences on the hospitals quality management practices, predominantly state-level regulation that required corrective action for externally-reportable events and professional norms that discouraged organizational intervention in autonomous clinician practice.  In logistic regression models, odds of planning a corrective action in response to an adverse event increased with regulatory reportability of the event, litigation risk of the event, number of departments involved in the event, and full or partial event causation by protocol violation or coordination error. Severity of injury to the patient was not identified as a predictor of corrective action planning.  The odds of corrective action implementation were greater for action types involving remedial retraining or reinforcement of standards and those involving interventions in the task environment, while corrective actions involving interventions in professional roles and interactions were associated with a statistically-significant decreased odds of completion.  Rates of completion were generally low across action categories, which interviews and medical case data analysis indicate may have been a product of diffuse responsibility for implementation among practicing clinicians untrained in process change, unrealistic action planning, and normative barriers to intervention in professional practice.  Findings from this case study site shed light on the resilience of work process failure in health care delivery organizations and emphasize the importance of resource appropriation, goal-setting and change management support that meet the formidable challenges of effecting change in these and other complex, high-risk task settings.",quality improvement| organizational learning| error management
1627,Organizational Learning|| Research Methods|| Adverse Events,4|Implementation Research in Healthcare: A Case Study in Canada,1|Marco Marabelli|Bentley U.||2|Sue Newell|Bentley U.||,,"In this paper we concentrate on healthcare initiatives in the UK, USA and Canada that involve a network of players that aim to improve service delivery and we focus on issues associated with knowledge translation between these players (i.e. hospitals, universities social services, schools, etc.). We explore the Coordination of Care Pilot Project that involves the CHEO (Childrens Hospital of Eastern Ontario) and several other healthcare agencies, in Ottawa, as an illustrative case study. The fieldwork allows us: 1) to identify relevant issues for knowledge translation in healthcare; 2) to analyze cause-effect relationships between these issues; and 3) to show that material and non-material mediators enable knowledge translation processes in healthcare settings. We discuss our results providing theoretical contributions to the literature on knowledge translation and highlighting practical insights regarding how to manage healthcare innovation projects that focus on applied research.",knowledge translation| healthcare innovation| mediators
1628,Long-term care|| Groups|| Care Quality,1|Dealing with Boundaries: Communities of General Practice and Implementation of Change,1|Roman Kislov|Manchester Business School||,,"The paper uses the theory of communities of practice to explore the effects of professional and organisational boundaries on the implementation of a service improvement initiative within and across primary care settings. It shows that in spite of epistemic and status differences, multiprofessional communities of practice can develop and professional boundaries between general practitioners, practice nurses and practice managers co-located in the same organisation can be successfully bridged without major tensions or conflict. While knowledge circulates relatively easily within these multiprofessional communities of practice, barriers to knowledge sharing emerge at the boundary separating them from other groups existing in the same organisation. The strongest boundaries, however, lie between individual general practices, with inter-organisational knowledge sharing and collaboration between them remaining unequally developed across different areas due to historical factors, competition and strong organisational identification. Manipulated emergence of multi-organisational communities of practice in the context of primary care may thus be problematic. This is likely to affect the implementation of the primary care reform currently implemented in the English National Health Service, underscores the importance of facilitation in addressing organisational boundaries, and suggests that inter-organisational learning, collaboration and knowledge sharing in primary care landscape should get more attention from researchers.",communities of practice| boundaries| primary care
1628,Long-term care|| Groups|| Care Quality,2|Improving Climate for Quality and Quality of Care: Does Membership in a Collaborative Help?,1|Ingrid M. Nembhard|Yale U.||2|Veronika Northrup|Yale Center for Analytical Sciences||3|Dale Shaller|Shaller Consulting Group||4|Paul Cleary|Yale U.||,,"The lack of quality-oriented organizational climates is partly responsible for deficiencies in patient-centered care and poor service quality, more broadly. To improve their quality-oriented climates, several organizations have joined quality improvement collaboratives. However, the effectiveness of this approach is unknown. Using a pre-post design, we evaluated the impact of collaborative membership on organizational climate for quality and service quality in twenty-one clinics, four of which participated in a collaborative sponsored by the Institute for Clinical Systems Improvement. We surveyed clinic staff to assess organizational climate and administered CAHPS Clinician & Group surveys to patients to assess service quality. We found no significant effect of collaborative membership on quality-oriented climate and mixed effects on patient-centered care and overall service quality.  Doctors ratings improved significantly more in intervention clinics than in control clinics, staff helpfulness improved less and timeliness of care declined more.  Ratings of doctor-patient communication and willingness to recommend doctor were not significantly different between intervention and comparison clinics. Thus, membership in the collaborative provided no significant advantage for improving quality-oriented climate and had equivocal effects on service quality.",service quality| organizational climate| improvement collaborative
1628,Long-term care|| Groups|| Care Quality,3|Does CRM Implementation Affect Resident Satisfaction in Nursing Homes?,1|Mei-Ling Wang|Tamkang U.||2|Chun-Hsien Lee|National Kaohsiung Normal U.||,,"This study evaluates the effect of implementing customer relationship management (CRM) on perceived service quality and resident satisfaction in nursing homes. We developed and tested a two-level model in which implementing CRM in nursing homes is related to residents!| perception of service quality and resident satisfaction. A total of 45 nursing homes involving 481 residents were analyzed using hierarchical linear modeling (HLM). Results support all the hypothesized relationships of the proposed model. More specifically, implementing CRM was positively related to service quality, and service quality was directly related to resident satisfaction. In addition, implementing CRM was associated with resident satisfaction through the residents!| perception of service quality. Both theoretical and practical implications are discussed.",customer relationship management| service quality| resident satisfaction
1628,Long-term care|| Groups|| Care Quality,4|Reconceptualizing Knowledge Coordination in Service Settings: The Case of a Mental Health Setting.,1|Angela Aristidou|U. of Cambridge||,,"This paper examines the topic of knowledge coordination in organization theory through a focus on service settings, especially in those extreme service settings where the assumptions that supported theoretical understandings in manufacturing settings do not apply or apply to a very limited degree (fixed teams/actors, fixed interdependencies, and little regard to the role of the service user). This paper: a) highlights the previously neglected role of service users and their knowledge in the creation, modification and delivery of services and, b) examines the process that allows dispersed ways of knowing in practice to work together across organizational, functional and group boundaries to address an emerging coordination challenge. Adopting the site-ness view from practice-based perspectives, this paper draws on a longitudinal study to illustrate how interconnected practices give emergence at their nexus to knowings in the site of a mental health service, and how these knowings (knowing the site and knowing the service user) fuse together towards a coordination bricolage. Drawing on the notion of ad-hoc coordination, this paper suggests the concept of permanently ad-hoc for coordination practices and their associated knowings in service settings. These findings contribute to an alternative conceptualization of knowledge coordination in service settings.","service(s)| knowledge coordination| ""site-ness"" view"
1632,Hospitals|| Quality|| Safety,1|Exploring Organisational Form Divergence among Professional Service Firms in the Healthcare Sector,1|Janice Jones|Flinders U. of South Australia||2|Tatiana Zalan|U. of South Australia||3|Pi-Shen Seet|Flinders U. of South Australia||,1|HCM Division Best Paper Award Nominee||,"This longitudinal study explores the different approaches to organisational design and governance adopted by professional service providers in two major segments of the healthcare industry in Australia, namely pathology and diagnostic imaging, through the interpretive lens of structural contingency theory. Specifically, we explore the impact of the key contingency factors  size, organizational homogeneity, capital intensity and strategic position  on the move from small partnerships to increasingly larger corporations. We find that a high proportion of private pathology services that are capital intensive and amenable to standardisation and economies of scale are provided by public corporations. By contrast, although public corporations share of the diagnostic imaging market also increased over time, this trend has begun to reverse itself, with the recent emergence of new, independent, smaller firms. Although also capital intensive, diagnostic imaging services are not amenable to production-linked economies of scale; indeed, over time, the cost of professional inputs had an overriding effect on efficiency improvements. We conclude that the public corporation is an effective form of governance for the delivery of medical services that are capital intensive and can attain economies of scale and standardisation. In contrast, the partnership, or private organisation more generally, may be a more effective form of governance for the delivery of customised medical services that rely on highly qualified professionals.",healthcare professional service firms| governance and ownership| organisational design
1632,Hospitals|| Quality|| Safety,2|Effective Communication Network Structures For Hospital Infection PreventionA Preliminary Analysis,"1|Pavani Rangachari|Georgia Health Sciences U.||2|R Karl Rethemeyer|Rockefeller College, U. at Albany - SUNY||3|Peter Rissing|Georgia Health Sciences U.||",,"Many hospitals have been unable to successfully implement evidence-based practices (like for example, the central line bundleCLB, which is proven to prevent catheter-related bloodstream infectionsCRBSIs). This problem has been broadly characterized as change implementation failure in healthcare organizations (HCOs).This prospective implementation-research study sought to understand which structures of communication and types of knowledge exchanges are associated with successful implementation of evidence-based practices in HCOs. The study was set in two ICUs at an academic medical center. At baseline, both units had low compliance with CLB and higher-than-expected CRBSIs. The aim was to promote implementation of CLB in both units through periodic quality improvement interventions over a 52-week period, and simultaneously examine: 1) Structure and content of communication related to CLB in both units through communication logs completed weekly by nurses, physicians, and managers; and 2) Outcomes, i.e., CLB compliance in both units through weekly chart review.    During the course of the study, both units experienced substantially improved CLB compliance and significantly reduced CRBSI rates. Preliminary analysis of 40 weeks of communication data in both units reveals intensification of communication over time across frontline subgroups (i.e., nurses and physicians), and dramatic changes in content exchanged, from reactive protocol-based checks to proactive communications for reducing infection risk.  Moreover, the prospective design provides insights into effective communication network structures for learning and culture change at the unit level. Overall, the study lays a foundation for generating evidence-based management strategies for successful implementation of change at the frontlines of care delivery.",hospital infection prevention| communication networks| evidence-based management for learning and change
1632,Hospitals|| Quality|| Safety,3|Compassion Routines: An Instrument Development and Validation Study,1|Laura McClelland|Virginia Commonwealth U.||2|Roopa Raman|Clemson U.||,,"Recent research has suggested that organizational structures can support the expression of compassion. We focus on how one type of structureroutines, can become vehicles for the expression of compassion and how such routines may mitigate workplace suffering. We call these compassion routines. In this study, we attempt to develop and validate a reliable measure of compassion routines. We situate our research in healthcare, using qualitative data from a multi-hospital field study and quantitative datasets from nursing and hospital executive key informant samples. Scales corresponding to routine types that support the expression of compassion show satisfactory validity and reliability. This instrument provides scholars interested in studying organizational compassion a means to study its structural antecedents and effects. It also provides healthcare organizations with a greater understanding of how to structure to manage suffering and foster compassion.",compassion| routines| healthcare
1632,Hospitals|| Quality|| Safety,4|How to understand and control patient flows logistics? Evidence from an Italian benchmarking study,1|Stefano Villa|Catholic U. Rome||2|Isabella Giusepi|Bocconi U.||3|Anna Prenestini|Bocconi U.||4|Giuliana Bensa|Bocconi U.||,,"In the last years practitioners and academics have paid growing attention to the control of hospital patient flow logistics. However, there is no study that proposes a thorough, system-wide and solid methodology to measure hospital patient flows performance. With the present contribution we try to fill this gap on the basis of the results of a longitudinal benchmarking study that has involved six different Italian hospitals. We propose an analytical framework to measure patient flows performance organized around three different levels: (i) hospital system; (ii) hospital pipelines and (iii) production units. First of all, we stress the fact that any patient flows strategy need to be contextualized within the general hospital configuration. Secondly, it is important to carefully considering all the possible interdependencies that exist between the different hospital production units. From the results of our benchmarking study it exists a correlation between the ED length of stay and the ratio between inpatients and outpatients and the proportion of patients discharged by noon. Finally, we stress the importance of measuring patient flows variability. On this regard our data clearly shows that urgent/unscheduled cases are less variable and much more predictable compared to elective case.",patient flows logistics| operations management| hospital
1633,Decision Making|| Medical Errors|| Organizational Change,1|Changing the rules of the game: interprofessional collaboration and institutional rules,1|Jo-Louise Huq|U. of Alberta||,,"Interprofessional collaborations are purposefully created to change the rules of the game of professional work. These rules of the game include institutional rules, or logics, that shape the attention and behavior of organizations and individuals. While the institutional literature tells us that rules are important, that organizations conform to rules for legitimacy reasons, and that rules bound attention, we do not know much about changing the rules of the game. I investigate how institutional rules are changed in interprofessional collaborations. I highlight the importance of paying attention to the rules that guide professional behavior and then describe how written and unwritten rules come to be changed in this context.",institutional rules| interprofessional collaboration| case study
1633,Decision Making|| Medical Errors|| Organizational Change,2|Resident physicians medical errors: Active learning climate and personality traits,1|Eitan Naveh|Technion Israel Institute of Technology||2|Tal Katz-Navon|Interdisciplinary Center||3|Zvi Stern|Hadassah Hebrew U. Medical Center||,,"The present study examined the relationships between two components of active learning  an enactive exploration climate and a guided learning climate and errors at work, and the moderating roles of the individual traits of openness to experience and conscientiousness. The study examined the medical errors made by 142 resident physicians in 22 hospital departments. Results demonstrated that when the individual had low levels of a trait, a higher active learning climate complemented the trait, and consequently, the number of errors made by this individual was low. In contrast, when the individual had high levels of a trait, the supplemented climate intensified the trait to a level that exacerbated performance.",active learning| resident physicians| medical errors
1633,Decision Making|| Medical Errors|| Organizational Change,3|Clinical Decision-Making: An Examination of Current Themes and Emerging Issues in the Literature,1|Russell Seidle|McGill U.||,,"This paper reviews in detail the sociological literature on clinical decision-making. I identify three major themes of relevance to the process of decision-making: the forms of knowledge underpinning decisional interactions; the forms of discourse drawn upon to frame and justify decisions; and the tools and technology available to health care actors and consumers, which represent instantiations of accumulated medical knowledge. These themes are supplemented by consideration of key aspects of both the medical setting and the sociocultural context within which medical work occurs. I suggest that knowledge, discourse, and technology exist in a reciprocal relationship, with each exerting an influence on the other two while simultaneously being acted upon in a similar manner. Conceivable future research directions include the following: more nuanced consideration of notions of power and hegemony in clinical encounters; continued attention to the ways through which patient-specific knowledge and values are incorporated into the decision process; examination of expanding notions of patienthood (particularly as regards the role of the family in medical decision-making); and the effect on decision-making patterns of new technological innovations. I conclude by briefly discussing the possibility of building upon the principles of structuration theory (Giddens, 1984; Sewell, 1992) to expand conceptual insights into clinical decision-making.",decision-making| technology| structuration theory
1634,,1|Capability Transfer as Imperialism: A Critical Reappraisal,1|Raza A Mir|William Paterson U.||,,"The issue of capabilities, and capability transfer within and between firms, has dominated much of the discussion in strategic management over the past two decades.  Emerging from the literature in organizational knowledge, the resource-based view of the firm and the newer ideas of dynamic capabilities, the ideas surrounding capability transfer generate much excitement in this field of organizational studies.In this paper, we subject this term to scrutiny, using the construct of imperialism.  We contend that discussions  of capability transfer mask issues of power and privilege, of exploitation and exclusion, and significantly, imperialism.  Imperialism can be defined as a special case of exploitation, where the appropriator of surplus value functions by shifting the locus of exploitation into specific geographical areas, for the gratification of other geographies.   We contend that much of the activities that undergird the issues of capability transfer in MNCs can be seen through the lens of imperialism.We ground our theoretical framework in an ethnographic study that analyzes the transfer of capabilities in a single corporation.  The results of our empirical research strengthen and deepen our theoretical framework.  We argue that ultimately, the terrain of capability transfer remains the site of multiple imperialisms, spatially and temporally anchored and dynamic.  Critical researchers need to highlight in our research that the regimes of capability transfer make unreasonable and exploitative demands of the subaltern subject.  The paper tries to tell a new story of capability transfer, of political economy, and the changing landscape of industrial accumulation.",capability| imperialism| international
1634,,"2|Building Global Firms? National, Transnational and Postcolonial Effects in Management Consultancies",1|Mehdi Boussebaa|U. of Bath||2|Glenn Morgan|Cardiff U.||3|Andrew Sturdy|U. of Bristol||,,"Drawing on an empirical study of four international management consultancies, this article examines managerial efforts to construct global firms. We show how approaches to coordinating consulting projects and employees across nations were undermined by inter-office conflicts over, and inequalities in, the allocation of revenues and resources. It is argued that such constraints cannot be adequately explained as an outcome of inappropriate organizational and incentive structures for this relies on a logic of consequences. Emphasis is given to the logic of appropriateness associated with institutionalism. Four different institutionalist lenses are developed and applied to the empirical findings. This reveals the need to adopt a multi-dimensional approach to the study of multinational firms, one that can account for not only national institutional effects, but also postcolonial and transnational conditions of intra-firm behaviour.",institutional theory| postcolonial| multinational corporations
1634,,3|Othering Accounts of Bolivian Employees of a Brazilian Transnational Corporation,1|Ana Christina Celano|Fundacao Getulio Vargas - Rio||2|Denise Franca Barros|Unigranrio - U. do Grande Rio||3|Sergio Wanderley|EBAPE-FGV||4|Ana Lucia Guedes|Fundacao Getulio Vargas||,,"This paper discusses findings that emerged from a consultancy project conducted in the subsidiary level of a Brazilian transnational company which aimed to investigate the most effective media for internal communication processes and the cultural distance between the employees (in Bolivia) and the corporations global brand. This paper suggests that a different theoretical framework was required to take into account issues that remained unexplained at that time because they were not related to the main goal of the original project. We suggest that these results should be analyzed by a Postcolonial perspective that can show a subtle kind of subaltern issues to which the consultants were not aware by the time the original project was accomplished, and a theoretical concept that goes beyond cultural distance and brings the metaphor of cultural friction.",cultural friction| drawings| postcolonial perspective
